comment,label
It's kisan power ,1
Keep it up farmers we are with you.,1
"Government at fault, Just repeal the laws so they can go home and rest. 100% government at fault.  Godi Media trying hard to defame farmers hahaha.",1
Godi media who rests in modis pocket.,1
They are fighting for their rights,1
Now people wont say they are anti nationals . Bcz hindus also part of the protest . #kissanektazindabad,1
Godi media where was you when Bengal elections held,1
Without canceling these laws nothing would help bjp government this time .if they care about citizens they should do it,1
"Cancel the law, stop kicking on farmers stomach.they will go back",1
"Farmers are suiciding all over India, government is hiding it's data. They will anyways die due to farm bills,so better fight n die instead of giving up and die.jai jawan jai kisan ",1
"They have been protesting since Nov 2020! No covid death amongst them so far, media can't put fear in them they way u are all fooled! Lol carry on farmers ",1
"Repeal the laws and they will go
Home. Quite simple",1
"Gov can just cancel the law and stop this March... That is the good way of ending this strike..why Modi government is not doing that ????? 
Farmers are protesting for over a five months... Why Modi and his government is not knowing that ?",1
"Why did you not see the 'grim' situation in the election rallies of your masters??
Virus is only seen in the Farmers rightful protest? Only when i go to open my business? Only in my child's classroom? Only when I'm driving in my car??
Kissan Unity cannot be broken.",1
U can just cancel the law and stop all the protesting farmers at their tracks,1
"I bet this is a video from two months ago, godi media using for propaganda to divert attention from BJP failures .",1
Looks Corona has no impact on farmers .... farmers will break corona chain ... 80 % of active cases are in metros and cities,1
This seems to be a conspiracy by some enemy nations to bring India down! These people are brainwashed. Remember who is mocking our funeral pyres.  Stop this madness before their agenda succeeds.,1
Many many will die..Pls Government..Give these poor farmers what they want..Focus on the fight at hand...Most of these sikh farmers have families  in army and many are helping at forefront during covid times..They are true Indians and don't deserve to die due to covid..Pls help them out..,1
Praying for all the farmers. ,1
God will punish Modi Modi Shah hard hearts government which never hear the plea of the farmers.,1
When rally can happen then why not this,1
Is this the time to pass a bill so critical of farmers life...ask that question first,1
Kumbh is causing covid in kisan mahapanchayat. Rss and facist modi should resign.,1
Why doesn't the government speak to the farmers and close this issue since and for all it will have a negative impact on the economy.,1
people who beat up the people who feed them .... why should farmers feed such a population .... absolutely shameful ....,1
"The stand of Sardar Gurnam Singh Chaduni is commendable  that is, the Whole present political system of our Democratic & secular country may be said responsible for harassing the Kissans. 
      So  that a new party namely All India Kissan-Mazdoor Party should be made by Agriculture people for flushing out corporated  based politicians by democratic votes.",1
If this SDM will deny for the orders he given to the police would have to face music in front of of honorable Court. Video of SDM is full flaged evidence against SDM.,1
"BJP aur RSS is creating unrest in our country,they should be kicked out from our country",1
Such general dyers have no place in this country.,1
Jai Kissan.... BJP Taliban party will not get Vote in next Election.,1
"Wow good batting by police helmet also nice BUT remember police we are n u alive bcoz of Farmer producing Food, vegetables. From 2day u don't buy any food only have salary.",1
We are with farmers,1
Shame on modi,1
"*ALL PROFESSIONS ARE EQUALLY IMPORTANT.... Farmers is just like another profession. There is no need to put them on a pedestal. Some people quote them as ANDH DATTA & that without farmers there will be no food. and as such must support them. What if there were no doctors, nurses, frontliners; many would hv died during this pandemic What if there were no jawans, police & security personal; there would be anarchy. What if there were no bankers, money lender...; there would financial system will collapse. etc, etc... Bottom line EVERYONE IS IMPORTANT including the police*",1
"ORDERS CAME FROM ABOVE MEANS FEKU / THADIPAR   COMBINE . 
FANGS OF THE MOST POISONOUS SNAKE ON EARTH.    ",1
How can a police personal ordered to his team to Crack the head of the farmers and due to which one farmer died it was notorious activity done by Haryana police with the support of CM haryana and back support of M/s Modi & Shah. It is shameful for our democratic country.,1
"Next Selling assets of nation to Ambani and Adani  will take place . After 25 years People has to stand in queue for Ambani and Adani to get their services.  Why this govt is doing this ? no one is understanding the dangers .  These are the foundation stones to break the democratic setup.  The beating is not a simple lathi  it is a big wooden stick ,  The police man who is beating is nothing but a symbol of power and who given him such a power to beat ?",1
Present ruling party is worse than Taliban,1
HT is showing this news as if Tikat is a responsible person .heights of irresponsible reporting by HT . Shame,1
Farmer's labor unity zindabad,1
BJP has lost it big time actual Mirchi bjp ko lagi coz farmer protest is bringing Hindus and muslims together,1
How much time this shameless BJP GUY is wasting and talking nonsense,1
"It is their rights to protest, rich bastards should fook your self. But my worry this farmers are inviting wuhan virus!",1
"We love our farmers, they are feeding us including Bhakts since independence. RSS and BJP don't spread hate and control your it cell Machar. Kisan ekta zindabaad",1
Unity of farmers Zindabad..Jai Kissan jai jawan fight to achieve your Right and all black laws must be withdrawn then only common citizen will live peacefully.,1
Good the farmer's who voted for bjp paid their price and learnt their lesson,1
Up elections are coming. High time yogiji starts behaving like yogiji,1
A true patriot protects his country from its govt.,1
"Harvest season Modi should save farmers from dalal,middleman, commission brokers , and money lenders to farmers .",1
Hindu government no rasult.,1
"if the farmers protesting are khalistani then why are hindus a part of this protest, maybe they don't feel safe in India that's why they are supporting Khalistan huh",1
Jai Jawn Jai Kisan...... Long live Rakesh Tikat And Farmers unions.,1
Please support for farmers for Indian gourmand,1
"India is the largest democracy in the world, Indian people have democracy and freedom of speech, Indians are the most peaceful lol. Open fire!",1
Nor BJP and JDU has anything to say that is why they talking rubbish and bad words,1
Shame on what this channel is bringing to public. All the government has to do is cancel the farming laws and the farmers will leave happily.  The government can choose not risk the public health. The farmers have been protesting the laws for the past six months through the harsh weather and the pandemic yet the Prime Minister of India has not taken a single step in resolving this issue. All because his ego is more important that the livelihood of such a large population. The farmers are fighting for their life one way or another so shame on this channel for said for talking about human health but wasnt concerned when all the rallies were taking place. This is a violation of human rights and the media is corrupt so dont sit behind closed doors and talk about whats the right thing to do because it surely isnt what youre doing.,1
"Salute you sir,thanks.",2
Great Boss,2
Captivating news,2
Thanks for covering us,2
Here you go again!,2
Wrong report...,2
Suspend him,2
This clown should be punished.,2
They are never tiring.,2
Where is supreme court?,2
1080p quality my ass,2
Indias biggest shame,2
Need much more awareness,2
What the hell is going on?,2
 Thank You!,2
Touch the photo ,2
well done sir,2
nice job,2
Stop showing this ashaul. Stop making this person a hero,2
Heart is still sad,2
Politics,2
 rip om Shanti,2
Love you,2
2:00 ye toh mere se bhi achi English bol rhe hai wow,2
"Saying ""sorry"" is an empty action.",2
Action should be taken against that bluddy Officer.,2
Goriya stand by,2
Arm them,2
Finally got some real news,2
Ye in in,2
