comment,label
Manipulate video.. Your supporting Bjp,2
Godi media had all plans to crush this farmer revolution,0
YH TOPICS YOGI JI MODI JI KE H JO HMSE BELONG IDEA H,2
The Minimum Support Price should be made a statutory right available against state and non-state buyer.,0
I am also farmer but plz can you explain why should I protest against this? I think it's gonna make our country more developing in the primary sector.,1
Even RS Sodhi the Executive Director of Amul has appreciated a lot for this bills!!,1
"However, im not afraid of conundrums coming in my way subjected to farm bills...will explain them all....",1
"""India's farm laws have the potential of developing India's agricultural sector""",1
As far as I understood  the bill is for companies  & not for farmers,0
"Whatever people say (yeay I do agree Hindustan me sare steps Election oriented hi the)  yet a great step by Government Of India, it was getting more sensitive issue. Thanx to PM of India",1
"I am so grateful that this channel exist..  Hope blind chamchas of Congress, and over enthusiastic supporters of BJP realise this",2
I admire your efforts. But there are some factual errors. Central Govt. buys at MSP from the APMC traders. They buy from the farmers at much lower rates and sell to Govt. on MSP price. Ideally the state govt. agencies should buy it from farmers at MSP but they are often absent from APMCs or don't ma,2
Pakistan ALWAYS father of India at Cricket!! yes. much great embarrassment for you sir. ahahaha,2
"Modi run media labeled these protester as Khalistani, Maoist, Pak China backed and anti national and now modi decided to repeal these laws with apology .  This clown will be remembered and this great protest will also be remembered in history.",0
You very well explained what was old laws and apmc act. But the title of the video was 3 farm bills review so the thing is you didn't explained what are those bills trying to say even you didn't stated their names apart from abolision of apmc act. You didn't talk about what are some clauses like the,2
I hope with new farm bills and with entry of private players we start consuming crops beneficial for our health and go back  to eat millets barley etc. instead of wheat.,1
"If any farmer, big or small, try to negotiate "" for a price "" of any Non-perishable commodity, with any BIG SHOT,  he will ultimately become a FORCED HOARDER. At last, His non-perishable commodity becomes a perishable commodity. FORGET ABOUT ANY PERISHABLE COMMODITY.",0
This CPI people's have never being the true representative of farmers.,1
FYI - average land holding in India s 2.5 acre; so who benefits - rich farmers; at least that is what I got from your explanation of farm bill#2 - you are playing with food security of country by brining in private companies,0
"Buyers shall be passed through a proper channel before they could actually buy the crop from farmer, as a non legitimised buyer can commit frauds with farmers by not paying them money. As of today the licensed buyers have to deposit bank guarantee in APMCs, so the payment of farmer is secured.",0
I literally cry to know about the condition of farmers in our country,2
If soyabean can get price of 6000 plus per quintal then its profitable for farmers but government will make rule over it they all doing things to promote corporates farming in which companies will manipulate what they want rather than what is need,0
There is no mandikaran in up ...then why this state's farmers are poor ?,0
"These laws are taken back not because Government care for farmers....this is because upcoming elections in UP, Punjab, Uttarakhand etc....",0
I was always with farmers,0
Big victory of farmer. Rip to those farmers,0
Farmers are essential for food production. India has over a billion citizens. Hire engineers to develop technology to decrease consumption of water for food production,0
Really happy to see our Farmer brothers winning over the long struggle to dismiss those laws .....,0
Overall not discussed currently farm bill in Total video.,2
"Why they repealed, because of election results.",0
Most Mandis are controlled by politicians  and this bills will bring their black market in open and farmers will have more rights. ,1
Both farmers and consumers will have to suffer under these farm laws,0
I tried understanding the farm bill to the root.. But could not.. Today by chance I dash in to this and  Channel and now am richer in wisdom.... Be more frequent...,2
Farmers loose. Traders win.,1
"Btw where is the opposite point of view. Journalism 101. ?? I am from Punjabi jat ( farmer) Sikh family. I support Farm bills on merit. However govt. should and govt is making good efforts to assuage fears of kisans who are being misled by vested interests in media, intelligentsia and political spec",1
"Defaming indian national flag breaking barakade police officers were jumping of cliff, rampaging taking Traktor on police, promoting pro khalistani agenda and then Saying farmers won peacefully.",1
"Love And Respect for Punjab, haryana and UP ",2
Farmers andolan and its success is an inspiration for deprived farmers of whole world.,0
Waah modiji waah election in UP Punjab both agricultural based economy .,2
"Was against the laws, but I must say,( being from a farmer family), that crop prices really rose during all this. God knows ki ab rate gir jaayenge shayad.",1
India has 28 other states but the only state which is protecting is Punjab.,1
"Now farm bills are up to states matter. Both Congress, local party ruled states and BJP ruled states will modify the bill and implement as per their needs, time and context. Ultimate victory has to be for producer. Its a bill demanded to ruling government irrespective of its party. Till then Agricul",1
"As a comedian yourself, you could also talk about Munawar Faruqui, an Indian Muslim comedian who was jailed for a joke he never said AND his friend, just for video taping him. A member of parliament in India, Mahua Moitra, brought this up in a parliamentary speech against the oppression of Indian de",2
"Salute to the farmers.. We all must support them, they are really so inspirational. Nice journalism. Sometimes feel like crying the nation is being ruled by Hitlergiri.. Shameless government. Let's see aur kitne julm Dhayegi modi sarkar.",0
"HUGE amounts of love and respect to you guys at Vice News for bringing a TRUE voice to these efforts by not only Punjabis & Sikhs in india. Farmers from at least 10 indian states are fighting for their livelihoods and generational PRIDE, their land. The land that's given both them and their families",0
"You also made it sound like now they have the freedom to sell to anyone, whereas in reality that was always the case! But small farmers do not have the resources for transportation and marketing. Actually the situation is much worse than how it comes across in your video... too much detail to put he",0
It's hard to watch this video knowing the fact that it's been a year already and there is no possible resolution yet. government is cutting the hands which are feeding the whole country. it is a major issue of shame for all of us every time a farmer dies in the protest.,0
Dusra act : corporate farming ap kr skte ho achi bat h n ary isse quality aur badhegi nayi technology aur opportunity milegi isse bade kishano ko bhot fayda hoga isse apne india ka export badhega ex: china ish saal india se 100000 tonnes broken rice ka contract kr chuka h 22 rupee kilo se wo apne in,1
Bro if you know that much then tell me which were the laws government passes and go read them clearly it is written that farmer has the right to sold there grain where they want they can sell it on mandies or they can handover it to any private company for minimum price that gov will decide ,1
This is what happens when somebody who doesn't know hoots about India & it's farming issues tries to support under the garb of being funny... Trevor expected better research .... No wonder they day agendas drive social media these days...,2
BBC you forgot to cover the last 60 days where the farmers have been sleeping on the road in the cold and patiently waiting for Modi to negotiate - this protest turned  violent because they have been provoked.,0
Media is all out angnst farmers.,0
"I am 40 % happy on farmers win, 50% happy on Modi's Waterloo, 10% on reserve.. we could not believe this modi Shah duo ..they will deny at any time",0
I support Indian farmers ,0
The one who throws water on farmers face,2
You dont what loss you made to farmers. Days will come when you will cry again for these laws.,1
The farmers are so kind and wholesome.,0
"As far as this lecture is concerned, I wonder if a startup company can develop the app for mapping crops sown during each season as well as sharing weather conditions information to benefit farmers? If the Govt. cannot do this on their own, they could encourage young entrepreneurs to develop such ap",2
This condition going wrong because of uneducated PM who is non huminity idiology...his not responding on any violence....207 farmers lost there life's also hes on silent mode,0
This bill is actually good adn will help farmers a lot. only these madivalas are angry because they wont get money from exploiting the farmers...,1
"2. They are so many other people like opposition parties, khalistani etc., and they misguide the farmers.",1
"Old shall go,  New shall come if new is better.  Capitalism has worked but we can see how it has destroyed our mother earth cause it's sight is narrow. We need a new ecofriendly economic model, profits sure but at what cost? Farmers use insecticides are as greedy as corporates in exploiting the soil",2
"if agriculture subject is state ,how could central government make laws on it .Apart from that , without the gurrrenty minimum support price how it can double the income of farmers.",0
Punjab n Haryana Top States in Farming Than Other States that why They protesting.,1
Minimum support price has often been lower than what it should be and mostly results in loss for the farmers. ,1
We support farmers.,0
We want more real content of the farmer protest like this.,0
Respect to father of the  world one&only our farmer,0
"This is a game they are playing for upcoming elections in up ,punjab ,haryana..",0
Congratulations farmers ,0
These r our educated and well informative farmers,2
Kangana is behaving like she is the king and the farmers are his slave,0
Truly disappointed now only Punjab and Haryana will enjoy others will suffer... I can't imagine repercussions of this fall out so many business ventures will take a hit and agro tech economy will slow down .,0
"I find essential commodities (amendment) bill 2020 unfruitful. The govt may play into the hands of corporates, as the current govt. is highly pro- corporate.",0
Exceptionally explained. No gain without pain. Its a balancer. I hope change needs to be brought in for the sake of good. Yes either way goods price will go up with or without implementation of the new farm bill.,1
Stand with farmers. Educate our youth on the realities of the struggles of the farmers.,0
You just talk about APMC and monopoly of APMC and shit what about of new bill ma'am.,2
"If the American audience is rational in nature then, they might want to know why is it that the Punjabi farmers(one of the richest in India) are the only one protesting and not the farmers from central, south, east and rest of India.",1
Proud to be a farmer ,0
Why other state farmers are not protesting......? Punjab farmer looting country.... Government doing right job.....Great job.....we need agriculture reform....its not government job to give money to farmers.,1
Every bill is good but in india there is no one to solve this issue. That's the problem.,1
it is sad that impersonated farmer get what they want by false protest and now the poor farmer will pay the cost of loosing opportunity. few handful mandi agent impersonated  themselves as farmer and hurt the farmer image,1
I am not convinced with your theory..there are 2 sides..80-90% farmers wil get benefit as per your explanation..that means bill is in favor of farmers..everything is not possible..100% satisfaction not possible,2
Sorry ambani -adani .... Congratulations farmer ....,0
But we Can't overlooked the Main dependence business of India which is *Agriculture sector* : so in that BJP did nothing I have to say. ,2
India Mai 29 states hai andolan sirf Congress bale state Mai hi ho Raha hai,1
1. Reduction in farmers from 80% to 40% and next generation of these farmers never wanting to go back after getting education and past experiences of their pathetic life.,2
"All of which the govt. is AGREEING to, btw there is no law regarding MSP it is only an administrative rule involving FCI(Food Corp. of India), the govt. is not abolishing them, as is being projected.",1
Congratulations! Now all selling outlets of food grains will be sold by the Direct Outlets of all Indian farmers.,1
"6. Opposition requested the bills to be put forward to a select committee. The chairman denied them that opportunity, again against the rule book.",0
Farmers are all ways need of money immediately after cultivate crops hence they forced to sell lowest prices to the culprit traders now corporate traders.,2
Start the anna andolan again to throw out bjp..we got success in throwing out congress..now is BJPs turn,0
After 50 years term NO FARMER gets any pension.,0
Enquiry by CBI must be initiated against farmers lost life and culprits must be punished for killing those poor farmers and right people must be compensated by govt . Forfeit fund required from irresponsibl leaders like Tikait,0
"Due to  existing laws despite multiple growth in agro produce , kisan who were under producing for 30cr during 1950, now over produce for 130cr, but still many kisan go for suicide due to present law despite lot of waivers n subsidy, that why change was required. there are leftist who run mis inform",1
Solution - government has assured that farmer's application would be listened. ,2
So happy for our farmers. The first step to a big victory accomplished. Kudos to their brave resilience. And also true respect from the heart to our farmers who died protesting the 3 controversial laws. Salute to them. Kisan ekta zindabad ,0
"Most avg. Citizen who support farmers protest best argument is ,,"",the farmers are not stupid, they must be protesting against something bad ""  ,,and coming to conclusion using half baked knowledge",1
The farmers have been there for months. All away from their families. No one wants to be there.,0
I am with Farmers ,0
Sirf vote se pahle ek anti national attack then modi takes some heroic revenge. And india mein to hero produce krne ka yadat hai. Bas vote jit jao or 5 saal ke liye.,0
Sir please also tell me why many people among farmers wore bindrewale t-shirts and khalistani's chants and flags...and why a couple of people who done the act rather holding responsible your making responsible to whole bjp party... and the people's like you and priyanka Gandhi playing politics  and ,1
Most of the drawbacks can be overcome by introducing MSP outside APMC.,1
WE STAND WITH THE FARMERS!! USA STANDS WITH YOU!!,0
SO THEN CORPORATES WILL BUY POTATOES AT CHEAP RATES FROM FARMERS DURING THE SEASON,1
Farmers were not knowing the importance of this law ....khalistanis literally mind washed them all ....sad for set back ....these laws were having great benefits for small farmers ...,1
I understand these 3 bills are good for the farmers but mostly illeteracy driving them towards dependency on middleman agents. But Central government must boost counciling to farmers and educate them.,1
"Farmers feed the world. Who wouldnt stand with them!!? I stand united with these brave men and women!! And the men have the raddest beards, period!",0
Kisan ekta zindabad...modi govrnment shame on you...no farmers no food..plz delhi citizens support farmers...jai jawan jai kisan....we are farmers not a terriost...,0
The farm laws were a reform to some extent but were poorly communicated to the farmers...,1
6. Stop watching godi media if you want to save this country.  And give me answers all bhagts of modi - which promises he had completed in his pm term please answer me .,0
"All stakeholders only concerned with their own agenda, not the farmers whose cause they pretend to bouch for.",2
Modi chayi wala country  chala hi nhi sakta..aese anpar log bjp me he jo samj te up also north koriea.,0
Nothing in this video I found that the new bills are against Farmers.,0
"But those are protesting, they are only from Punjab and Hariyana. They are not even looks like farmars. They come to protest with Mercedes Benz car.. Punjab is under Congress Party.  This is just nothing but a Political drama by congress..",1
I am requesting to all farmers plz. Plz. Read these three ordinances of farm bill. This farm bill will benefit the farmers. plz don't believe on political or farmers leaders rumors. Farm bill is providing you choices and Read it and then react. Specially punjab people plz read and don't take this pr,1
Their are no middlemans those are service providers as per farmers.. ab ye media ne unhe bhi middleman bnadiya.,0
Who is really responsible for the death of 600+ farmers? ,0
Common people will suffer more than the farmers...,2
Just wait n watch...soon we will see the true colour of so called protesting farmers...,1
"Just a pointer on the graph at 3:43 which shows a declining income of Agriculture, Forestry & Fishing: This graph should probably not be interpreted as an evidence of farm income reduction. India's economy has grown on the back on its services/tertiary sector, which is probably why the relative shar",2
Correction Modi ji wo kisan nhi the yeh pure desh even Pappu ko v malum hai,1
"Absolute bullshit ,Do you want indian tax payer money to export goods ?What nonsense, if you want to export do  it out of your own penny .The very reason MSP was brought in is  to increase the domestic production.",1
"3. The farmer won't lose. It at all, it is the buyer who would face increased prices, but then the govt can at any time being those into essential commodity list.",2
Woww.. I really liked the video n content and a trye coverage of the scenario.. Hoping people open their eyes and bhakton k ankhein khulein which is not gonna happen.. Goverment should amend these bills.. Supportthefarmers.. Good work.. Keep it up,0
"This win is not only of farmers but a tight slap to democracy villian like Kangana , godi medias. Today my respect for gandhian philosophy increased. Salute to our nation annadata. Jai jawan jai kisan jai vigyan.....",0
"Everyone is talking about ki ""hm 2024 tk beth skte hai, Modi ki maa-behen etc etc, Yha se hmara khana aa rha hai"" but not seen anyone discussing the farm's act, even the clause they are having problem with. ",1
At 11 mins I was in so much agony typing with  tears so much corruption it's exactly why so many farmers kill themselves ,1
Indian farmers representative is part of Khalistan? disrespect of national flag??,2
Why he focus on only those issues in which farmer are angry and  not those which are benefit for farmer,1
"Farmers should get msp law passed..dis is the right time..modi will listen before election , not after election...",0
"All Bills look to be good for all, but definitely not in terms of Consumers. Secondly though it seems chances for getting good price for farmers, in reality as what is happening now, would only be with Traders to get more profit, but again those Traders would be a very few big giants and thereby res",2
Those opposing the farm laws are not culprit but those showing stubbornness of a complete repeal have played role widening trust deficit bw both the parties.,1
Modis internet defenders spent months arguing his farm laws were genius and important. Now they look stupid ,0
One day .. citizens n farmers of India can understand ur point of view .. we r with u Modi Sir ,1
3. APMC regulates PRICE in compromised manner (basically all dealers quote same price instead of bidding to a higher value) - BIG loss for farmer. ,1
"The current bill is really good as it allows contract farming, removes middleman & allows food processing industry to grow which will give more job as well as value addition to the farm products, and these things are pretty common in other parts of world including USA. The current system is based on",1
Farmer Sanjay Singh communication skill nd way of explanation impressive,2
Because in india other than punjab no other state is protesting,1
don't help farmers in future.,2
Real farmers are robert vadra and rahul gandhi .,2
"Please dont shair wrong information madam! At first, that is not mandatory for farmers to sell their their crops in APMC; They can sell their crops anywhere all over India and any person! Though some State can regulate to selling crops in another state, bt cannot forced! So according to APMC act far",1
2-3 prani BJP support me mile wese sahi hai kal agar private player ache daamo me cheese bechane lage to majdoor hi pehle marege,0
"Or she will just buy from you who have 5 acer of land and produce 1000 kg . It will be easy for buyer to buy from you not from us small farmer ,",0
Views for this video (farmers) is in thousands,2
If these laws are so bad; then BJP will loose next election and opposition can win again... How good is that? ,0
"BBC looks cheap?  Not right question, why farmers want go delhi? May she doesn't know farmers protest last two months?",2
Farmers farming on their farms,2
Unfortunately even the people who are supporting the farmers seem ignorant of the laws....aur baki sab ka kya kehna,1
I am fully support farmers,0
Illiterate farmers of India don't know that how much harm they did to themselves. Why on earth they want intermediary come between them and customers.,1
Support Farmers Protest,0
"I am not fan any political party...but.. before Modi entrance"" all party were against each other"" but after Modi"" I can see Modi is one Side and all political party is one side, all political parties became friends of each other""",1
I still see this bill benefiting big corporates. Not at all feasible when it will actually be applied and followed. And by the way video ke starting me u only said that don't watch the video if you have liking is disliking for a political party. The why u mentioned congress in bad light in the video,0
Whatever he said ..is absolutely right...taking back the decision is worst decision.Due to 10% #so_called farmers 90% actual farmers will suffer.... Reformation and development is difficult in democracy,1
Finally if the current situation is so great then why is there on an average difference of 60% between the farm and fork in India- whereas in most of the countries the difference is only 10-20%. So this bill would benefit both the farmer and the end consumer.,1
people who were controlling the farmers can see that they are losing their game/ profits. ,1
Farm bills? You mean the Reliance India Farm Bills,0
So basically if farmers got 10 rs for their crops that minister got 200 rs. ,2
only punjab not any single other state of India involved wow not for farmer bill but protest against modi:,1
4) small farmers can wait in Que for day to see there produce in mandi for sell on MSP.,1
BJP sold India,0
Yes it's Democracy!  Great job my farmer brothers. Salute to you all!,0
This is politics by all political parties. In the interest of the Nation Mr Modi has taken back the Agricultural Bill passed by the parliament.,1
And also jo b discussion debate ho farmers and traders k bich vo cctv camera p live record ho and tab sabi matlb sabi involve ho sakte ha,2
"Ahh....I like your complete perspective analysis, but this topic is about farmers/economy , should have been dealt with some hard fact analysis...this poor pj aren't at all funny.",2
Farmers were protesting peacefully from last 5 months... Today deliberately govt planned this to diminish the protests...,0
I salute this channel because they understand farmers,0
Shame on Fake farmers like tikait and politicians who supporting tikait urf dakait,1
Just like your video because of that farmer who offer you food so lovingly,2
"Farmers who protest have no knowledge , they are just obeying their land owners .",1
"Any protest supported by Congress should never be taken seriously. Nobody takes take the Cong leader seriously, so all these agitations are just POLITICALLY motivated..",1
States are losing revenue...why farmers are revolting,1
Very unfortunate that the so called our Honorable PM Mr.Narendra Modi is not understanding the situations of our Great Farmers.. The Govt.is Completely Failed...Our Country is leaning towards the Big Corporates like Adani and Ambani etc..etc.. The Farmers Bill is Totally unconstitutional....Jai Bhee,0
What about cases against farmers?,2
"BJP is taking india to pre-british era. If you vote once again to yogi and modi, better dug a grave and lay inside",0
Also its very incredible to see that the farmers are very welcoming to samdhish! ,2
Thanks BBC for covering Farmer's protest when maximum of India media is sold out in the hand of govt,0
Jooth mat boliye.anti bjp party supported.,1
instead of some debating and discussing facts with farmers to bring more clarity  he is just laughing,2
Excellent Dhruv. You explained in brief how the farm laws were brought perhaps with good intention but had major intrinsic weaknesses that would have affected farmers. I agree that this is not even beginning but farmers have just achieved to retain the position from what they would have been pushed ,0
Respected pm modi ji,2
"I have only one question why farmers won't discuss on the reform amendment rather recall of the laws, I'm surprised someone doesn't wants the solution and so it shall go on as a political agenda.",1
"Maam If this affects each state differently, why all farmers throughout the country protesting?",1
"After, Farm bill is withdrawn:)))",2
"Very informative video and fairly neutral. Thanks. Suggest to update the video based on the present scenario, wherein government has given an assurance of MSP. Further, important points are missed out,like the farmer is free to NOT get into an agreement with private entities, who could trap them in ",1
Do you have any idea what are the laws they are protesting against.Thr law allows farmers yo sell their products wherever they like.Earlier they could sell it to an agency called APMC.AC is controlled by rich traders.These traders give money on loan to farmers and they take the products at a minimum,1
This farm bill is a disaster instead of asking for the farm bill other state farmers should ask for msp market like punjab and haryana. Implementing the farm bill is like digging ur own grave for the multi-billion dollar corporate companies..,0
Jeet humesha such ki hui h or hoti rhegi  . Respect for modi ji ,1
Youth is manipulated but mature and old people support these farmers,0
"After watching this video I am wondering why farmers are protesting for all three bills instead of buyers/ general public who, according to this video will bear the high costs but then it could also be true these protesters are actual big players of mandi who doesn't want to loose their own monopoly",1
3. BJP did not have enough numbers to pass the bill so it rushed it in an undemocratic way.,0
"Repeal laws doest mean that the laws are abolished! The laws can be turned back into action post Punjab and UP elections; its all about ""vote bank"".",0
Somehow it feels like this guy sengupta is accustomed to seeing glass half empty.  He doesnt see the power of market economy.  All the issues he talks about are hypothetical and fails to mention that one big business can be evil if it has sole power.  The contracts are for a tranche of produce not p,2
up or other state m har k dr sta rha tha isly Modi..n bill vaps liya bechra..,2
Stand with farmers and oppose this I undemocratic government!,0
Time to visit Tikait's car showrooms and buy cars for poor kisaans without paying anything. All money Tikait has belongs to farmers.,1
Victory for farmers jai kissan morcha but its bjp election gimmick,0
Punjab has always been a very big contributer in Indian army. Why Indian govt. ignoring the rights of farmers from over 4 months.,0
okk so i am a daughter of a farmer and i know the ground reality !!,2
Indian farmers not equal to farmers from Punjab Haryana. There are 26 more states with considerable farmer population.,1
Great support. May God bless the Indian Farmers,0
Kisan ke liye kya Pehle azadi nahi thi fasal bachne ki dusre state me  ? Private mandi kyu ? Inki tarah idiot ka interview kyu liya ? Please explain how it was beneficial instead of stupid reputation of BJP line .,2
best example would have been the Modi sarkar aur ache din ;),2
And yet Andhbhakts will continue to claim that Modi has helped farmers a lot ,0
"Sir, it's not entire country of farmers having this issue ....it is just one state Punjab...it's because the brokers who deal with farmers will lose jobs not the farmers ..... Brokers across the world already looting money not just in india it's America also....",1
No farmers No food,0
Now farm bills - defeat,2
SIR I SUPPORT FARM LAW BUT AGAR FARMERS NI CHAHTE THEN ITS OK..MERE PAPA BHI FARMER H BUT THEY SUPPORT IT AND MANY HERE ALSO SUPPORT THE FARMER LAWS  KOI BAAT NI SIR LOVE U,1
Bbc is the real news channel in india thanks for this we are Farmer's not terrorist,0
"Study farmers bill, then Vice ( the name carries your intention) will be ""wise"" enough to understand that it is for the farmers, to the ""INDIAN FARMERS"". You can also check how the middlemen in the mandi market involve in the produce. Do your homework well before you bluff.  If you don't know a subj",1
"the graphics are confusing. and I wonder how the landlords fit into this picture - as I understand it, most farmers pay rent for use of their land.",2
Election aaye to bill bapsi ab aaya uth pahad ke niche,0
This video content is only suitable for other states not for PUNJAB nd HARYANA. Far away from ground reality. Condition of Bihar farmers is perfect example of benefits of this ill thinking.,2
Farmers can't go to court for such a bad bill but chutia Arnab can go.,0
Coming from a farmer's family and being the 5th generation into farming I'll say one thing Samdish Bhaiya aap ne dill jeet liya. Kudos ScoopWoop Unscripted,2
Time to hit where it hurts.. boycott Ambani.... boycott JIO... where is Sunil Mittal..He should offer special rates to all the farmers and convert all JIO customers to Airtel,0
Support farmers ,0
"Finally , govt is doing wrong for farmer, bcoz in future have to face many problem",0
"This is only a partial information what you have provided with your expert ,I wish to know how much wheat or rice is being produced annually in India and the farmers who lend their land for these products, what do they charge annually & why they are producing these two products only. If government h",1
Nicely explained... But I don't agree with the last point. The cost will rise initially but later it will fall as demand supply factor will start kicking in. Also I support the bill as I think any change in agriculture is welcome,1
I don't understand why farmers let Ashish Mishra go from that place and why did they beat his driver and other people only. Itni bheed me usko akeleko jane kyo diya baki sabko peeta to?,1
very bad day for farmers,2
This is overwhelming. Thanks for making our farmers' voice heard.,0
"Farmers have got into the habit of baby feeding.. they have to understand they are businessmen.. but hereditary system has broken their land in small parcels, taking away their pricing power.. fathers have to cartelize, do direct selling to consumer, do branding..",1
They have forget one thing which i should correct that new laws restrict farmers to sue corporates. According to the new law farmers can not sue corporates so in short they have closed the gates of courts for farmers,0
Actually max 5-10% of the vocal and aggressive farmers  taken ovher 90 -95% silent un organised poor farmers.,1
I am here after BJP winning four states after this so called farmers protest,1
Farmer winning,0
Modi let them win modi has enough power to win but after that not some farmer protester but a whole commuty is going to be degraded in global level and that respect toward community is turn down,1
I am  Modi supporter all these years . I only can thank him that he repealed those laws .,0
"12. Somehow these brokers / middlemen are able to buy the Produce of our farmers at a lower price and these produce do not reach the Mandis, but to the retailers at a much higher price.",1
"Secondly , as you said the government wants to be out , they don't want to give MSP to farmers.",0
MY FATHER IS ALSO A FARMER HE HAVE NOT ANY PROBLEM TO THIS BILL HE SAID IT IS GOOD MOVE BY GOVERNMENT AND ALSO WE ARE UNDER KISAAN KRISHI YOJNA.GOVT GIVE US 8000 FOR BUY SEEDS. THAT'S WHY WE DON'T OPPOSE OUR GOVT THIS 8000 COMES EVERY YEAR WITH RESPECT TO CROP SEASON 4000 IN FIRST SIXTH MONTH AND 40,2
"I guess not, because the farm bill is only a  choice provided to the farmer to either sell to the APMC or any private player. (Preamble of the bill) . Here the farmer is made KING n not the blood sucking middlemen.",1
"Worst exploited section of all. Did anyone heard of a manufacturer or producer handicap of fixing prices for their productions? Farmers are those who cannot set a fair price for their products even if they had spend 100/kg  market could simply pull it down to 2/kg while selling. Whereas from soaps, ",1
Guys your video is really good...But i belong to a farmers background and i am keeping a active watch on the protest from Bengal..But as i know the bills are the most favourable to co-operate families like Ambani's...As u have said in your video that there should be people who will make the farmers ,0
"Well explained but Which farmer has wearhouse ? It's middleman who stockpiles, farmers need imidiate money to sowing for next season and  85% farmers are small and marginal.",1
MODI JHUKTA NAHI LEKIN PUNJABI  GALAT BAT MANTE NAHI,2
First ever andolan where the real farmar lost for some adtiya and fake farmers from Punjab and Haryana...... what next article 370?? CAA??,1
Support for the farmers from Alabama USA!,0
Shame on Modi Government. #westandwithfarmers #nofarmernofood,0
If make msp legal the price the food and grain price go higher consumer make things costly,1
"In Australia deregulation of the dairy industry has had many small farmers drop out. The big supermarkets have taken advantage. It is more expensive to buy 1 Litre of water, than 1 Litre of milk. India Farmers look after them as they supply your food!",0
Please withdrew the black laws against Indian Farmers.,0
Bro major respect to u for making videos on farmers . Millions of people hear you respect bro,0
Now no one can't creat artificial demand of good. Because farmers can sell goods directly,1
"FAKE news BBC, the indian farmers are happy eating their lentils HAHAHAHAHAHAHAHA",2
"Very beautiful video. I cried through the whole video. Waheguru make this government take these laws back and save the farmers and farming culture. Pata ni vo log kis mitti ke bane hain jo kisaano ke khilaaf khade hain. Koi b government ,koi bhi PM ek mehnat karne wale imaandaar aadmi se badi nahi h",0
Poor states like bihar will suffer good luck farmers of punjab Haryana and Western UP and for you will get cheap cost labour for farm you never want them to grow,1
"So basically jo paise beech me chale jaate hai, vo kam kiye hai aur farmers ke profit ke baare me socha hai. Bill is in favour of anti-hoarding, anti-price rise. So farmers aur consumer ease ko ye Bill favour karta hai.",1
"It's not easy for government to take tough progressive decisions while opposition parties going against it and misleading farmer community for political reasons. However, this brave government, amid serious opposition,was able to do one great thing in its first year - the Abrogation of Article 370. ",1
The sadness in the eyes of the farmer is heart wrenching. May God give you strength,0
"As an Australian farmer and also an Australian, it was only 35 years ago that we were classed as a developing economy. Then the government had the idea to float the dollar and open up the markets, the moment that the set price on heads of sheep was removed the price shuttered then nose dived, the sa",2
Punjab Government Have Same Law 2013 !! Its Copying Same Law in Indian Government!!,2
This literally breaks my heart. I stand in solidarity with everyone against this!,2
Well said  he deserves to get chance to debate with modi  m sure modi will have nothing to argue against him.,2
More then 600 farmers brothers got martyrdom during the protest,0
Ab election hone wala h up me isliye pm modi game to khelnge ...ye pehla game h pm modi ka...........pm modi ek ease politician h jo selfish h ......,0
3 laws pass to hue the par implement to hue hi nhi phir Kisan ki aaj buri haalat h uska jimmedar Congress h ya ticket h.,1
"Corporates will buy crops and store them. But Essential Commodity act will stop them for storing crops for long time, as it increase prices in market.",0
"These reforms we're necessary to give more options to farmers; more options benefit farmers, but disadvantage big politicians who have stakes in mandis & existing system. ",1
"Such a shame, Because of few farmers the whole farmer community in india have lost their respect. ",1
Every farmer want GOI to set a lowest offer price. But I know it can't be done in a day or may be in years. Not without disturbing the economics of this county in a big way. I mean it could really mess it up!,1
In 1966 sardar were on the street against CM Bhargawa for seprate nation or atleast separate Punjabi state with exclusively for Sikh people. ,2
Government want to remove that middle man it is right and they just need to add msp in bill,1
Aunty u r very right....we must support farmer,0
Present UP's government increased msp of sugarcane which was just only 10 rupees per tone and sugarcane's  factories started controlling this msp price on the basis of sugar produced per tone of sugarcane.,0
"can't farmers sell to any one including apmc,if corporates is not giving them right price can't they sell it to apmc again..",1
Kishan aise bol rahe hai jaise wo free mai hame khana de rahe hain.  Ham paisa dete hain to tum apna product bechte ho.   And abb up election vote hai tab mat dena    but wahan jita doge  then bologe govt baat nahi man rahe hai    aise kaise chalega didid,1
(a) Farmers (b) Bharat (c)Opposition party (d)Dividend if any to be garnered in the coming UP and Punjab election (e) His Modiness gilding his image away from a mere politician to a statesman?,2
"Just one observation. You mention govt interference through 3rd bill to prevent price rise. Also mention free market through 2nd bill - insisting that farmer might stand to gain or lose due to price fluctuations. But if you prevent price rise through 3rd bill, then not only are you intervening into ",2
"Because growth typically means increasing efficiency , so by that justification a farmer in 2020 should have better modern technology than the one in 1972 and the corn yield he produces today should ideally be higher and per kilo the price can either be same or less because now he has more yield. Al",2
4. Lack of Money as Farmer's have a Piece of Land and Cattle to Live upon,2
Congratulations its a historic day especially the FARMERS passed 2 farmers bill become ACT soon..,1
"I support farmers, but also known congress can't improve anything. So no vote for Congress",0
Listen Please....... Modi win with help of Ambani Adani money and they want back and Modi did bad to farmers...... Modi not running india but rich man who were 10% before Modi but check their wealth now in percentage after super corrupt Modi...... these bills not effect farmers but also poor man who,0
