raw_comment,tokenized_comment,label
One reason for farmer protest is manipulation of farmers by middle men cause farmers in India  are illiterate and middle man will suffer huge losses,one reason for farmer protest be manipulation of farmer by middle men cause farmer in india be illiterate and middle man will suffer huge loss,1
sad situation for our farmers.we r alive cos of the respected farmers.,sad situation for our farmer we r alive co of the respected farmer,0
A region called Vidarbha in Central India had rampant farmer suicides a few years back but strangely it doesn't come in the news anymore.,a region call vidarbha in central india have rampant farmer suicides a few year back but strangely it do not come in the news anymore,2
These farm bills will destroy this middleman system and corporates will take over this sector in big way .,these farm bill will destroy this middleman system and corporates will take over this sector in big way,1
Modi ji ki beard kam hui wese hi petrol price or attitude bhi kam ho gya.. he is good pm but can be best if he takes care of indian economy and people more properly.. ,modi ji ki beard kam hui wese hi petrol price or attitude bhi kam ho gya he be good pm but can be best if he take care of indian economy and people more properly,1
"Gooooooooo the farmer's, its time to stand for your rights... untill you take it back...",gooooooooo the farmer be it time to stand for your right untill you take it back,0
in which the trader purchased such farmers produce or where such farmers produce,in which the trader purchase such farmer produce or where such farmer produce,2
"Thank you, Modi Ji. We welcome your decision.",thank you modi ji we welcome your decision,1
       Singh is king (No farmers no Food),singh be king no farmer no food,0
"Masterstroke by Modi ji, proud on Honrable prime minister .",masterstroke by modi ji proud on honrable prime minister,1
"Sorry mate, unlike your previous work, this one was a very fluffy video. Farming is a business like most other businesses and should be treated as such, how can country have such a high proportion of population(40% +) employed in producing food?  In my home state punjab, wheat and rice is mostly sup",sorry mate unlike your previous work this one be a very fluffy video farming be a business like most other business and should be treat a such how can country have such a high proportion of population 40 employ in produce food in my home state punjab wheat and rice be mostly sup,2
"2. The Mandiwalas will anyway benefit, either thru Mandis/APMCs. The mandiwala cum farmer will enjoy the best advantages and they will even team up with the Corporates against whom they are protesting(no friend or enemy in making money together!)",2 the mandiwalas will anyway benefit either thru mandis apmcs the mandiwala cum farmer will enjoy the best advantage and they will even team up with the corporates against whom they be protest no friend or enemy in make money together,1
2. REFORMS SHOULD SUPPORT FARMERS NOT THE CORPORATES ,2 reform should support farmer not the corporates,0
APMC Mandis will continue to work,apmc mandis will continue to work,1
Why is no you tuber giving personal numbers of farmers after they interview farmers so the people who are watching from overseas countries can call them and talk with them and help them with whatever they can ..there are a lot of people out here who feel for the farmers of India but have responsibil,why be no you tuber give personal number of farmer after they interview farmer so the people who be watch from overseas country can call them and talk with them and help them with whatever they can there be a lot of people out here who feel for the farmer of india but have responsibil,0
"Modi already said bill is not forced it's Choice,it's set back for kissan and Victory of middle men of Punjab.Time will speak.",modi already say bill be not force it be choice it be set back for kissan and victory of middle men of punjab time will speak,1
1. Fear regarding MSP ( Minimum Support Price),1 fear regard msp minimum support price,2
"Thank you so much Farmers of our country, for not losing your dignity and self respect...",thank you so much farmer of our country for not lose your dignity and self respect,0
9:50 That's not boosting the farmer's income. It's boosting the middle man's income.,9 50 that be not boost the farmer be income it be boost the middle man be income,1
"I saw this video in october- Nov period first, and still now it is same. Where is clause that if rain or whatever be reason crop is destroyed, contract maker still needs to pay to farmer?? Where is analysis of current model where in rich Arthiyas buy cheap and sell at higher price? Again land is not",i saw this video in october nov period first and still now it be same where be clause that if rain or whatever be reason crop be destroy contract maker still need to pay to farmer where be analysis of current model where in rich arthiyas buy cheap and sell at high price again land be not,0
Such an wonderful explanation !  I am amazed by hearing the data though !! Farmers are really in a very bad shape. Hope they will get themselves empowered someday and than only can match an eye with these bills or so called acts!!,such an wonderful explanation i be amaze by hear the data though farmer be really in a very bad shape hope they will get themselves empower someday and than only can match an eye with these bill or so called act,0
.So 100% procurement by govt with MSP not from the mandis but directly from the farming lands,so 100 procurement by govt with msp not from the mandis but directly from the farming land,2
The actual farmers are working in the field....and contributing to the nation,the actual farmer be work in the field and contribute to the nation,1
6- india vese bhi completely free market nhi h jab WTO me farmers ki subsidy ke liye USA se bhid jata h to apni country me to unko support ke hi sakta h.,6 india vese bhi completely free market nhi h jab wto me farmer ki subsidy ke liye usa se bhid jata h to apni country me to unko support ke hi sakta h,2
Modi ji should come there,modi ji should come there,2
Aisa act kis kaam ka jo ki small farmers ke issues ko consider nahi karta....Small farmers are in dilemma and fear as they were earlier.,aisa act kis kaam ka jo ki small farmer ke issue ko consider nahi karta small farmer be in dilemma and fear a they be early,0
Madam pls look at the condition of farmers in Bihar,madam pls look at the condition of farmer in bihar,2
"5. Online GPS network for all government and private warehouses with transparent capacities, costs and facilities like nitrogen chambers and dehumidifiers. Here also every farmer can put a price tag including warehousing fees for off-seasonal revenues.",5 online gps network for all government and private warehouse with transparent capacity cost and facility like nitrogen chamber and dehumidifiers here also every farmer can put a price tag include warehouse fee for off seasonal revenue,1
No farmers no food !!! Thank you god for this win.,no farmer no food thank you god for this win,0
So farmer's protest is not that much sensible they should first have to see what government has to do with that bill,so farmer be protest be not that much sensible they should first have to see what government have to do with that bill,2
""" mudon ko na bhatkaeya jaye "" - ok but bro Muddey pe toh koi baat nahi kr raha ?? Any discussion of pros and cons of farm bills in this ""documentary"" or otherwise in media ??",mudon ko na bhatkaeya jaye ok but bro muddey pe toh koi baat nahi kr raha any discussion of pro and con of farm bill in this documentary or otherwise in medium,2
Repealing these law is loss for india especially small farmers. This is regressive step.  Few farmers from one state doesn't mean every farmer don't want it. Don't do it Modi ji,repeal these law be loss for india especially small farmer this be regressive step few farmer from one state do not mean every farmer do not want it do not do it modi ji,1
"This episode is poorly done and without facts.  The intention is to help farmers and cut the middlemen from trading. Please do better research next time. Rihanna, Greta are just using this for publicity, bunch of selfish people.",this episode be poorly do and without fact the intention be to help farmer and cut the middleman from trading please do good research next time rihanna greta be just use this for publicity bunch of selfish people,1
"Love your videos in general, but this one fails to address the key question that it itself raises...How can you justify MSPs for produce that India has in such large surplus? The answer is you can't, the free market in the end is the best known mechanism to bring prices to the reality of the true wo",love your video in general but this one fail to address the key question that it itself raise how can you justify msps for produce that india have in such large surplus the answer be you can not the free market in the end be the best known mechanism to bring price to the reality of the true wo,1
IMF and World Bank says we need to move our farmers from agricultural sector and put them in industrial sector that's what the farm bills would have done also,imf and world bank say we need to move our farmer from agricultural sector and put them in industrial sector that be what the farm bill would have do also,1
I am with farmers. They are absolutely right and sensible. Look at that arrogant policeman and want to declare its riots created by farmers. It is sheer politics.,i be with farmer they be absolutely right and sensible look at that arrogant policeman and want to declare it riot create by farmer it be sheer politics,0
I'm from a farmer's family.....,i m from a farmer be family,2
"Excellent work. Very well explained. However, u didn't share the full facts. How much produce in India is covered under MSP right now? How many vegetables are covered under MSP right now? What does govt buys from farmers now? Do the govt buys vegetables from farmer at MSP? ",excellent work very well explain however u do not share the full facts how much produce in india be cover under msp right now how many vegetable be cover under msp right now what do govt buy from farmer now do the govt buy vegetable from farmer at msp,2
Yahi farmers ne 26 January ko Delhi me police walo par tractor chaleya the tab oppositions kha the?,yahi farmer ne 26 january ko delhi me police walo par tractor chaleya the tab opposition kha the,1
Farmers were demanding this for a long time. Some donkeys are misleading farmers. Most people agitating are jageeradar or comrades,farmer be demand this for a long time some donkey be mislead farmer most people agitate be jageeradar or comrade,1
But the govt clarified that msp won't be affected so irrespective of the farmers cultivation cost he is still eligible for msp even outside the state,but the govt clarify that msp will not be affect so irrespective of the farmer cultivation cost he be still eligible for msp even outside the state,1
"As I am researching on this yet I feel both things were not that effective all of them have flaws ,maybe ist one is effective in 1960 but this is 2021 and farmers were in bad conditions and there is a need of a something new.",a i be research on this yet i feel both thing be not that effective all of them have flaw maybe ist one be effective in 1960 but this be 2021 and farmer be in bad condition and there be a need of a something new,1
"Thirdly, there is no bar on farmers to sell his crop anywhere in India. Practically it is the trader who can buy more quantity of crops and sell it in other states",thirdly there be no bar on farmer to sell his crop anywhere in india practically it be the trader who can buy more quantity of crop and sell it in other state,1
"I see some rational people who understood the fact that these laws were indeed important to bring reforms in Farming sector , where were you , if we were united and fought against political forces this wouldn't have happened",i see some rational people who understand the fact that these law be indeed important to bring reform in farm sector where be you if we be united and fought against political force this would not have happen,1
Why our govt is doing this to our farmers,why our govt be do this to our farmer,0
I m support of bill,i m support of bill,1
"Let NIHANG out of farmer,s protest. They are supporter of Khalistan",let nihang out of farmer s protest they be supporter of khalistan,1
"Can someone explain why farmers from only two states in Indian are protesting, while the other states haven't even voiced anything against the new law.",can someone explain why farmer from only two state in indian be protest while the other state have not even voice anything against the new law,1
2.Farmers are uneducated to understand the clauses inagreement ,2 farmer be uneducated to understand the clause inagreement,1
"The Indian Army has admitted they would lose an all out war with China without significant outside help.  From that perspective, The Indian workforce dedicated to farming should at least halve, assuming production could be maintained.  India can, though, win in the nearby Himalayas, where their land",the indian army have admit they would lose an all out war with china without significant outside help from that perspective the indian workforce dedicate to farm should at least halve assume production could be maintain india can though win in the nearby himalaya where their land,2
"1. Farmer has to pay tax to APMC (before these reforms), whether he sells to APMC or to any other.",1 farmer have to pay tax to apmc before these reform whether he sell to apmc or to any other,1
Yes that's why farmers won...,yes that be why farmer win,0
"Regulation my foot. In India, you have to be rich to get justice. Farmers cannot go back to Courts and fight the corporates the same way Drivers could not protest or file case against ola/uber.",regulation my foot in india you have to be rich to get justice farmer can not go back to court and fight the corporates the same way driver could not protest or file case against ola uber,0
The MSP also has same problem.If supply increases and cost of priduction equals MSP then farmer is finished. Contract prices however protects downside.Contract buys at pre-agreed prices even if prices fall that season.Why this is left out? Small farmers will shift to contract farmi8ng when they see ,the msp also have same problem if supply increase and cost of priduction equal msp then farmer be finish contract price however protects downside contract buy at pre agree price even if price fall that season why this be leave out small farmer will shift to contract farmi8ng when they see,1
No farmers no food ,no farmer no food,0
Witnessing Greatest Farmer Protest Ever in the World!!!,witness great farmer protest ever in the world,0
Food without farmer,food without farmer,0
msp  legal right hona chahiye farmer ke liye...is video mein practical issues pe baat he ni hue.,msp legal right hona chahiye farmer ke liye be video mein practical issue pe baat he ni hue,0
Farmers are of the view that the reforms were made only for the benefit of the few and they were going to suffer the most as a result of such reforms.,farmer be of the view that the reform be make only for the benefit of the few and they be go to suffer the most a a result of such reform,0
Farmers are the law not bjp,farmer be the law not bjp,0
Trevor Noah should probably confine his comments to a country or a continent that he is reasonably familiar with rather than attempting to trivialize an issue that he or pretty much most people have no clue about. Before commenting on the protest by some misled farmers of two states in Northern Indi,trevor noah should probably confine his comment to a country or a continent that he be reasonably familiar with rather than attempt to trivialize an issue that he or pretty much most people have no clue about before comment on the protest by some misled farmer of two state in northern indi,2
I trust him. He will deliver. The farm laws was going to revolutionize farming business and accelerate growth. But hostile foreign powers and a treacherous opposition in Congress has successfully stopped it. Hope it'll come back soon.,i trust him he will deliver the farm law be go to revolutionize farming business and accelerate growth but hostile foreign power and a treacherous opposition in congress have successfully stop it hope it will come back soon,1
This is one of the best documentary on burning topic of farmers protest  I hv seen .,this be one of the best documentary on burn topic of farmer protest i hv see,2
"As you talked about about the control phase of corporatization, that regulations have to be mandated for selling agricultural produce, can't we access the process which Starbucks does with coffee beans farmers?",a you talk about about the control phase of corporatization that regulation have to be mandate for sell agricultural produce can not we access the process which starbucks do with coffee bean farmer,2
"Addaaaniiii who was waiting to earn profits by these laws, waits to shoot these farmers, lead to their death, and thinks that he is the real farmer!! #nooffense",addaaaniiii who be wait to earn profit by these law wait to shoot these farmer lead to their death and think that he be the real farmer nooffense,0
I think farmer law is for betterment of the nation,i think farmer law be for betterment of the nation,1
1) structure of Contract between farmer and private company,1 structure of contract between farmer and private company,2
"A very small section of farmers in parts of India have some reservations about these reforms. Respecting the sentiments of the protestors, the Government of India has initiated a series of talks with their representatives. Union Ministers have been part of the negotiations, and eleven rounds of talk",a very small section of farmer in part of india have some reservation about these reform respect the sentiment of the protestors the government of india have initiate a series of talk with their representative union minister have be part of the negotiation and eleven round of talk,1
"But as amrinder singh said'if modiji will repeal these laws ,i will form an ally with bjp'",but a amrinder singh say if modiji will repeal these law i will form an ally with bjp,2
You should also cover if APMC is shut down then none of the small vegetables seller will be able to purchase the goods for trade which will eventually lead to unemployment and that unemployment will be huge if look into bigger picture and these big companies will create monopoly in this sector and s,you should also cover if apmc be shut down then none of the small vegetable seller will be able to purchase the good for trade which will eventually lead to unemployment and that unemployment will be huge if look into big picture and these big company will create monopoly in this sector and s,0
India is.in deep deep trouble... modi may suffer a heart attck...lols,india be in deep deep trouble modi may suffer a heart attck lols,2
Sir maharastra's suicide cases of cotton and onion farmers should also be quoted,sir maharastra be suicide case of cotton and onion farmer should also be quote,2
"PM Modi is quite good at communication. This matter really needs to be solved by proper discriptive communication and must remove any misconception if farmers have any ( cause we know their is opposite parties as well), bcoz this protest is not good for the farmers as well..",pm modi be quite good at communication this matter really need to be solve by proper discriptive communication and must remove any misconception if farmer have any cause we know their be opposite party a well bcoz this protest be not good for the farmer a well,1
"A surplus of food is bad because the low prices invalidate small farms, but a deficit of food is much worse.",a surplus of food be bad because the low price invalidate small farm but a deficit of food be much bad,2
Increasing of prices will affect middle class families of India.,increase of price will affect middle class family of india,2
"Hard to believe, after Assembly election, they may place the bill again. By the way, electoral bond's friends have to compensate this way or that way.",hard to believe after assembly election they may place the bill again by the way electoral bond be friend have to compensate this way or that way,2
Please get your facts right ...first....did you know how the farm laws will farmers in india...please be more accurate and precise..do you know how farmers sell their vegetables,please get your fact right first do you know how the farm law will farmer in india please be more accurate and precise do you know how farmer sell their vegetable,2
Tikait ji yeah tho bol do yaar Vote for BJP only...,tikait ji yeah tho bol do yaar vote for bjp only,2
Seems to be khalistani movement in foregin country all sikh flags no farmers flags . Seems to be community movement i support farmer movement not the sikh special movement,seem to be khalistani movement in foregin country all sikh flags no farmer flags seem to be community movement i support farmer movement not the sikh special movement,1
"The problem with us Indians is that our mind is so deeply rooted in socialism that we resist any changes and consider ""money is the root of all evil"". Having said that, these reforms in agricultural sector are similar to the LPG reforms brought in 1991. And remember that even at that time in 1991, w",the problem with u indian be that our mind be so deeply root in socialism that we resist any change and consider money be the root of all evil have say that these reform in agricultural sector be similar to the lpg reform bring in 1991 and remember that even at that time in 1991 w,1
Come to Punjab and Haryana.... Jats women work shoulder to shoulder..,come to punjab and haryana jat woman work shoulder to shoulder,0
"Hats off to all those farmers who fought tooth and nail and finally got victory, my sincere gratitude to all those families who had lost their near and dear ones while fighting for the nation.",hat off to all those farmer who fight tooth and nail and finally get victory my sincere gratitude to all those family who have lose their near and dear one while fight for the nation,0
"3. The contract terms on quality, payment terms, quantity, selection of input (seeds etc.) loads everything against the farmer. On top the farmers do not have access to realistic credit lines and other financial tools to run farms effectively which forces them into taking loans with land as collater",3 the contract term on quality payment term quantity selection of input seed etc load everything against the farmer on top the farmer do not have access to realistic credit line and other financial tool to run farm effectively which force them into take loan with land a collater,2
Government should listen to those farmers. Such hard government will result in division of Indian society.,government should listen to those farmer such hard government will result in division of indian society,0
Not an easy thing. Wel organized. This nation was freed by doing lot of protests and sacrifices.The farmer protest slapped very tightly on the face of ruling govt.,not an easy thing wel organize this nation be free by do lot of protest and sacrifice the farmer protest slap very tightly on the face of rule govt,0
I am from punjab bro big thanks to you from all farmers.god bless you.,i be from punjab bro big thanks to you from all farmer god bless you,0
According to what is mentioned at point 2 that small farmers will not have much acces to mandis n sell outside of state this is already in Pakistan. Believe me i am a farmer and it felt good that govt give assistant to farmers by setting mandis so farmers can get good fixed price. But in that case w,accord to what be mention at point 2 that small farmer will not have much acces to mandis n sell outside of state this be already in pakistan believe me i be a farmer and it felt good that govt give assistant to farmer by set mandis so farmer can get good fix price but in that case w,2
"why dont farmer unions start food poricessing themselves and get better benefits, start retail stores directly in towns and cities and sell for higher prices where in there will be more employment for ppl from rural areas.",why dont farmer union start food poricessing themselves and get good benefit start retail store directly in town and city and sell for high price where in there will be more employment for ppl from rural area,2
Proud of every farmer and every voice that speaks for it,proud of every farmer and every voice that speak for it,0
These so called experts and all the agriculture universities are bought by big corporations.  These guys dont promote any farming which needs no or less pesticides or herbicides. I started farming vegetables organically but there is no demand of it And prices are same or less because quality of look,these so called expert and all the agriculture university be buy by big corporation these guy dont promote any farming which need no or less pesticide or herbicide i start farm vegetable organically but there be no demand of it and price be same or less because quality of look,0
thnx for supporting farmers,thnx for support farmer,0
I met a farmer yesterday. He was working in the farm and didn't know about these protests.,i meet a farmer yesterday he be work in the farm and do not know about these protest,1
I AM A BENGALI..HINDU OF INDIA OCCUPIED WEST BENGAL.... SUPPORT AND LOVE FOR OUR BROTHERS OF PUNJAB....WE UNDERSTAND THE..PAIN OF PUNJAB.... BECAUSE BENGAL AND PUNJAB WAS ONLY PARTITIONED IN 1947 BETWEEN INDIA AND PAKISTAN,i be a bengali hindu of india occupy west bengal support and love for our brother of punjab we understand the pain of punjab because bengal and punjab be only partition in 1947 between india and pakistan,0
"Modi ji is only leader who can save India from corrupt parties like Congress and its allies. We are proud to have PM like modi ji, God bless him...",modi ji be only leader who can save india from corrupt party like congress and it ally we be proud to have pm like modi ji god bless him,1
"If India to survive, people must boycot Godi media along with all such consumer products which give advertising through these media. To create awareness among countrymen about bad effect of watching or reading  these Godi media because it is funded by West India Co for advancing their business agend",if india to survive people must boycot godi medium along with all such consumer product which give advertising through these medium to create awareness among countryman about bad effect of watch or read these godi medium because it be fund by west india co for advance their business agend,0
"Even when he was killing Sukhbir, Kishan was present on the right, this Kishan is not a terrorist.",even when he be kill sukhbir kishan be present on the right this kishan be not a terrorist,0
"All western countries allow farmers to sell their products to anyone, contract farming.. ",all western country allow farmer to sell their product to anyone contract farm,1
"Hey, I am from India....  Writing this comment to tell you that this is just half information..... according to new law produce can be sold in free market if they don't want to sell it in open market farmes call also sell in APMC which are governed by the government....so it is beneficial for the fa",hey i be from india write this comment to tell you that this be just half information accord to new law produce can be sell in free market if they do not want to sell it in open market farmes call also sell in apmc which be govern by the government so it be beneficial for the fa,1
You showing the some video clips which was taken by indian godi medias[ who work for govt only] check other videos and then say somthing,you show the some video clip which be take by indian godi medias who work for govt only check other video and then say somthing,0
The country will stand with farmers this time....let's show these ads holes the power of democracy...,the country will stand with farmer this time let be show these ad hole the power of democracy,0
I dont understand. Whos it regulated by? The farmers or the government?,i dont understand who it regulate by the farmer or the government,2
Government kneel down Infront of farmer because of election har saal ESA  election Hona chahie tabhi desh mein acche din aaenge ,government kneel down infront of farmer because of election har saal esa election hona chahie tabhi desh mein acche din aaenge,0
Because we have example of ITC which procures directly from farmers,because we have example of itc which procure directly from farmer,1
It's not just the matter of bill the matter is also for the way of execution and the modi government execution  was clearly failure as it was seen during demonetization.,it be not just the matter of bill the matter be also for the way of execution and the modi government execution be clearly failure a it be see during demonetization,0
Kindly make congress mukt india ..then oly v indians can live peacefully ...,kindly make congress mukt india then oly v indian can live peacefully,1
i am 100 percent behind the farmers,i be 100 percent behind the farmer,0
This is a really messed up situation. And us Americans really dont hear enough about it. My heart goes out to those farmers.,this be a really mess up situation and u americans really dont hear enough about it my heart go out to those farmer,0
Even south Indian farmers are happy with new farm laws,even south indian farmer be happy with new farm law,1
"First u(bjp n rss,modi govt) targeted muslims now Singh's farmers ...Whole nation already in hell",first u bjp n r modi govt target muslim now singh be farmer whole nation already in hell,0
These 3 farm laws which were considered game changer reforms..sadly lost to bunch of few uneducated  uniformed pseudo farmer's hired by politicians and mandi brokers...black day for India...,these 3 farm law which be consider game changer reform sadly lose to bunch of few uneducated uniformed pseudo farmer be hire by politician and mandi broker black day for india,1
In uk Canada farmers are paid well and looked after . There are no such laws .,in uk canada farmer be pay well and look after there be no such law,0
"There is a provision that the Big Contractors cannot buy farm lands from the distressed farmers, but this can be circumvented by having shell companies, and eventually they become huge landlords.",there be a provision that the big contractor can not buy farm land from the distressed farmer but this can be circumvent by have shell company and eventually they become huge landlord,0
For items like Rice I cannot sell outside the Mandi by law. I cannot sell to another district leave aside another state even when the price is much higher.,for item like rice i can not sell outside the mandi by law i can not sell to another district leave aside another state even when the price be much high,1
No farmer no food please sport farmers ,no farmer no food please sport farmer,0
These laws would have benefitted 95% of farmers in India. These rich farmers in Punjab and middlemen for their selfish motives scuttled this reform.,these law would have benefit 95 of farmer in india these rich farmer in punjab and middleman for their selfish motif scuttle this reform,1
Big victory for farmers. Unity in farmers once again proved itself. Like bhagat singh had gotten victory over Britishers by hunger strike was continued  more than two months.,big victory for farmer unity in farmer once again prove itself like bhagat singh have get victory over britisher by hunger strike be continue more than two month,0
*Thank for supporting farmers*,thank for support farmer,0
Please support our farmers or everyone will regret one day when food prices will be fixed by Adani and Ambani. there is predicted food shortage around the world due to covid and climate change. Multinational corporations are fighting to buy farm lands and store food. It's middle class and poor class,please support our farmer or everyone will regret one day when food price will be fix by adani and ambani there be predict food shortage around the world due to covid and climate change multinational corporation be fight to buy farm land and store food it be middle class and poor class,0
Usually it is not farmers who hoard the produce but the traders does and the essential commodity act was primarily made against those traders not the farmers.,usually it be not farmer who hoard the produce but the trader do and the essential commodity act be primarily make against those trader not the farmer,2
First Kashmir and now they're taking way the rights of Punjabis. Modi will be the downfall of India,first kashmir and now they be take way the right of punjabi modi will be the downfall of india,0
"So much of surplus yet we rank 94th out of 107 countries on global hunger index! Before coming up with any bills there v should have been adequate discussion with Farmer groups to know their want instead of forcing opinion of those sitting in AC rooms with their bellies never knowing hunger,",so much of surplus yet we rank 94th out of 107 country on global hunger index before come up with any bill there v should have be adequate discussion with farmer group to know their want instead of force opinion of those sit in ac room with their belly never know hunger,0
"Brave and ferocious farmers, respect for them.",brave and ferocious farmer respect for them,0
If Rakesh Tiket has fooled poor farmers and helped middle man .. he has done biggest sin ..,if rakesh tiket have fool poor farmer and help middle man he have do big sin,1
Let's also remember that many farmers lost their loved ones.,let be also remember that many farmer lose their loved one,0
"So, farmers and Indian common man has to joint together.",so farmer and indian common man have to joint together,0
"the govt is very bad and is determined to give people pain, especially these poor farmers.",the govt be very bad and be determine to give people pain especially these poor farmer,0
Fine .. But my support to BJP continues,fine but my support to bjp continue,1
Farm reforms are desperately needed in India.,farm reform be desperately need in india,1
Please protest farmers,please protest farmer,0
"Why they are not showing pizza eating farmers, mercedes g class riding farmers",why they be not show pizza eat farmer mercedes g class rid farmer,1
US propoganda arms will never tell how US and WTO pressuring Indian govt. To abolish MSP and practices that help farmers. NORMAL AMRIKAN MEDIA,u propoganda arm will never tell how u and wto pressure indian govt to abolish msp and practice that help farmer normal amrikan medium,1
"Hi Niyu and Abhi, the video was quite informative for someone like me who's not read the bill. Infact all your videos seem to be well researched ones. Keep up the good work and I hope to join the cause in future. For now I wished to ask you how do you guys collect data? I wish to make my masters com",hi niyu and abhi the video be quite informative for someone like me who be not read the bill infact all your video seem to be well research one keep up the good work and i hope to join the cause in future for now i wish to ask you how do you guy collect data i wish to make my master com,2
These soilders are themselves son of farmers but how shamelessly they are behaving with them just for penny of government salary,these soilders be themselves son of farmer but how shamelessly they be behave with them just for penny of government salary,0
"Incomplete analysis on the bills. Holistic views not taken - how are current practices impacting overall economy and other state farmers, etc. Why and how MSP came into effect in the first place? It's because we were overly dependent on US and US forced us to implement this policy. But those times w",incomplete analysis on the bill holistic view not take how be current practice impact overall economy and other state farmer etc why and how msp come into effect in the first place it be because we be overly dependent on u and u force u to implement this policy but those time w,2
Bill Gates Becomes #1 US Farmland Owner,bill gate become 1 u farmland owner,2
Dude compies can't sell at higer price .. they will have to compete with others players in market. And in order to do so .. I feel more and more Compines will try to reach out to farmers .. and ultimately it's the farmers that will be benifit,dude compies can not sell at higer price they will have to compete with others player in market and in order to do so i feel more and more compines will try to reach out to farmer and ultimately it be the farmer that will be benifit,1
"I'm so sorry that I blindly assumed our farmers khalistani  I'm with farmers ,,,.... they are right ",i m so sorry that i blindly assume our farmer khalistani i m with farmer they be right,0
PM Modi ji you are right but farmers insurance open to kro,pm modi ji you be right but farmer insurance open to kro,1
These acts from the farmers are not ACCEPTABLE ,these act from the farmer be not acceptable,1
3. She is very cunningly skip dispute mechanism between farmer and businessmen,3 she be very cunningly skip dispute mechanism between farmer and businessmen,2
"There is another loophole with msp ( my thoughts, plz enlighten if otherwise) msp is to encourage farmers to grow specific crops that otherwise are not so lucrative. If msp is enforced will it not stop the farmers to try new crops and be in the loop of ensured msp crops. We were importers of wheat a",there be another loophole with msp my thought plz enlighten if otherwise msp be to encourage farmer to grow specific crop that otherwise be not so lucrative if msp be enforce will it not stop the farmer to try new crop and be in the loop of ensured msp crop we be importer of wheat a,1
This law is not for Sikh community or exclusively for Punjab state of India. This law is applicable to all farmers from all states in India.,this law be not for sikh community or exclusively for punjab state of india this law be applicable to all farmer from all state in india,1
- Govt should acknowledge its mistake and the death of farmers. More than 700 martyred farmers' families should be compensated.,govt should acknowledge it mistake and the death of farmer more than 700 martyred farmer family should be compensate,0
This is not farmer's,this be not farmer be,1
Who cares..We all know that this is more like a political protest...n not a farmers protest...Shameless creature wan this to be continued...,who care we all know that this be more like a political protest n not a farmer protest shameless creature wan this to be continue,1
any one with a little bit of research can find out that 83% of Indian farmers are having less than 2 acres of land and this MSP does 0 benefit to them bcz they don't have volumes to take advantage of this scheme on the other hand rich farmers of Punjab and Haryana having large land holdings and enou,any one with a little bit of research can find out that 83 of indian farmer be have less than 2 acre of land and this msp do 0 benefit to them bcz they do not have volume to take advantage of this scheme on the other hand rich farmer of punjab and haryana have large land holding and enou,1
"We can treat celebrity, politician with respect but not the hardworking farmer .",we can treat celebrity politician with respect but not the hardworking farmer,0
""" Every stone will be turn to save the MPs Terrorist's son, In the Modi jungle raaj a Terrorist's can come out from Jail and become MP so this is a tiny case for BJP. All efforts will be made to save A murder and terrorist's.""",every stone will be turn to save the mp terrorist be son in the modi jungle raaj a terrorist be can come out from jail and become mp so this be a tiny case for bjp all effort will be make to save a murder and terrorist be,0
No Farmer No Food,no farmer no food,0
Contract farming for farmers where they will be told by corporates to grow what kind of crop. Corporates again happy.,contract farm for farmer where they will be tell by corporates to grow what kind of crop corporates again happy,0
8. Farmers will get advance frok companies /sponser for cultivating. So burden of capital will be very less on farmers. ,8 farmer will get advance frok company sponser for cultivate so burden of capital will be very less on farmer,1
"4) One could technically argue that bringing in free markets would mean fairer pricing, no middle men and also the money gets passed on directly to farmers without having to pay income taxes. Farmers still get an MSP if they want to go to APMC but more and more they would prefer not to if they get p",4 one could technically argue that bring in free market would mean fair pricing no middle men and also the money get pass on directly to farmer without have to pay income tax farmer still get an msp if they want to go to apmc but more and more they would prefer not to if they get p,1
I want all urbanites opposing freedom of farmers to from now onwards restrict themselves to sell their services only to their local govt offices.,i want all urbanites oppose freedom of farmer to from now onwards restrict themselves to sell their service only to their local govt office,2
"As usual, lucid and clear video explaining what the bill is. If I were farmer, they should group into a large conglomerate organization or a supplier org. That will have people looking after its interests. Knowing the private corporates they will bury the farmers in paperwork.",a usual lucid and clear video explain what the bill be if i be farmer they should group into a large conglomerate organization or a supplier org that will have people look after it interest know the private corporates they will bury the farmer in paperwork,1
The farmer of India always has a prefix poor and downtrodden for centuries. One has to either agree on one thing,the farmer of india always have a prefix poor and downtrodden for century one have to either agree on one thing,2
It's mind-boggling how resistant the government to the farmers' demands. I thought India is the largest democracy in the world? Surely they want their votes?,it be mind boggle how resistant the government to the farmer demand i think india be the large democracy in the world surely they want their vote,0
"Thank u sir for this wonderful lecture ,clearing all the doubts related to this farms bill.",thank u sir for this wonderful lecture clear all the doubt relate to this farm bill,1
3. Why the new bill does not tax the private players - but only the APMC licensed buyers? Is this not a big problem of the bill to force the farmers to sell to private players and make APMC irrelevant in long run?,3 why the new bill do not tax the private player but only the apmc license buyer be this not a big problem of the bill to force the farmer to sell to private player and make apmc irrelevant in long run,0
Looks like ammendment to essential commodities bill pinches farmers and general public alike. with handful of challenges already faced by farmers how will it be without price assurance...,look like ammendment to essential commodity bill pinch farmer and general public alike with handful of challenge already face by farmer how will it be without price assurance,0
4lakh farmers committed suicide so why not make a change?,4lakh farmer commit suicide so why not make a change,1
