raw_comment,tokenized_comment,label
"Once, Modi decides on any issue, he never backs off. Take the example of GST and demonetization. BJP came to power again in 2019 LS elections, after its implementation.",once modi decides on any issue he never back off take the example of gst and demonetization bjp come to power again in 2019 l election after it implementation,1
"Shameless and Arrogant Prime Minister. According to BJP, Democracy starts and ends with Election.",shameless and arrogant prime minister accord to bjp democracy start and end with election,0
"Just see bihar agriculture sector growth of around 13% in recent time after similar reforms, where as  punjab once called rice bowl of India with highest per capita income in 2000 has decreased to 3rd or 4th highest cultivation and 13th highest GDP per capita . Reforms of green revolution has done i",just see bihar agriculture sector growth of around 13 in recent time after similar reform where a punjab once call rice bowl of india with high per capita income in 2000 have decrease to 3rd or 4th high cultivation and 13th high gdp per caput reform of green revolution have do i,1
"its not a huge farm protest, only one region of the farmer in the country protested. and with excess in population the numbers always seems bloated for the media.",it not a huge farm protest only one region of the farmer in the country protest and with excess in population the number always seem bloat for the medium,1
This proved these laws were wrongly drafted and wrongly implemented and forced on to Farmers. It is big win for farmers.,this prove these law be wrongly draft and wrongly implement and force on to farmer it be big win for farmer,0
How many millionaire farmers in India who pay no taxes? They dont want any reform.,how many millionaire farmer in india who pay no tax they dont want any reform,1
"But sorry to say, cheating - it's not the mistake of agents. It's the lack of unity in between farmers. Offcourse illetrate and the failure of societies.",but sorry to say cheat it be not the mistake of agent it be the lack of unity in between farmer offcourse illetrate and the failure of society,1
"This guy has no idea . First go and read the Act. Secondly most of these people are either middle men or are paid for this protest ,or are so called liberal gang and also people from communist party . Real farmer like us are already in talks with the govt. I know this because I'm from punjab they we",this guy have no idea first go and read the act secondly most of these people be either middle men or be pay for this protest or be so called liberal gang and also people from communist party real farmer like u be already in talk with the govt i know this because i m from punjab they we,1
I salute to brave heart farmers to stand against such dictator government. Very very egoistic Prime Minister india have right now. I hope people will understand and bring back the democracy,i salute to brave heart farmer to stand against such dictator government very very egoistic prime minister india have right now i hope people will understand and bring back the democracy,0
Finally feku had to wake up from his arrogance ...hail farmer,finally feku have to wake up from his arrogance hail farmer,0
"Sorry, this is not a kishan aandolan. It was the vested interests and oppositions' game plan to harass a democratic govt of Modi, because Modi is not a lootera or chor .Instead, the honest and nationalist PM stops their loot and compel them to spend sleepless nights. Tikayet and company are merely t",sorry this be not a kishan aandolan it be the vested interest and opposition game plan to harass a democratic govt of modi because modi be not a lootera or chor instead the honest and nationalist pm stop their loot and compel them to spend sleepless night tikayet and company be merely t,1
"These are not really farmers. After every demand, their new demand will come.",these be not really farmer after every demand their new demand will come,1
Plz implement 3 law for Hindu farmers,plz implement 3 law for hindu farmer,1
Government should not allow hoarding of crops/pulses as small farmers without quantity or storage would be vulnerable. Also make MSP legally binding in Contract Farming too.,government should not allow hoarding of crop pulse a small farmer without quantity or storage would be vulnerable also make msp legally bind in contract farm too,0
"Is there is really an issue, can somebody explain what is the issue. And this protesting in foreign is hypocrisy. If you care so much about farming in India then you would not live and settle in developed nations.",be there be really an issue can somebody explain what be the issue and this protesting in foreign be hypocrisy if you care so much about farm in india then you would not live and settle in developed nation,1
Completely stand with my farmer brothers and sisters!,completely stand with my farmer brother and sister,0
Jaya Prakash Narayana in Andhra Pradesh support the farmers bill. JP clearly explains the Farmers bill. He is ex IAS officer and politician and great mind.... Farmers bill is needed... We support Farmers bill as a farmer son.,jaya prakash narayana in andhra pradesh support the farmer bill jp clearly explain the farmer bill he be ex ias officer and politician and great mind farmer bill be need we support farmer bill a a farmer son,1
No Teni speech incited his son Ashish Mishra to run over farmers and do an act of homicide amount to murder.,no teni speech incite his son ashish mishra to run over farmer and do an act of homicide amount to murder,0
"1. APMC exploit farmers, which usually run by powerful middlemen. Example - Farmers in Maharashtra in 2019 got Rs 8/kg for onions whereas the SP was Rs 99/Kg or how farmers only got Rs 2/Kg for onions in 2018 in AP and so many countless stories, farmers who have a contract with MCD for potatoes in I",1 apmc exploit farmer which usually run by powerful middleman example farmer in maharashtra in 2019 get rs 8 kg for onion whereas the sp be rs 99 kg or how farmer only get rs 2 kg for onion in 2018 in ap and so many countless story farmer who have a contract with mcd for potato in i,1
"Congratulations to all the farmers for making history, the next generation will definitely get inspired from you all. ",congratulation to all the farmer for make history the next generation will definitely get inspire from you all,0
 farmers  Now Modiji will pretend tobe a most kindhearted and loving one PM to farmers and people at large.,farmer now modiji will pretend tobe a most kindhearted and love one pm to farmer and people at large,0
BJP Answer: Congress was wrong,bjp answer congress be wrong,0
With heavy hearted  after the announcement of repeal of farm law's i must say ISS DESH KA KUCH NAHI HO SAKTA.,with heavy hearted after the announcement of repeal of farm law be i must say iss desh ka kuch nahi ho sakta,1
The nation with the farmers and the black law passed by Modi government must repeal at the earliest so that the farmers will go home safely but Modi sold the farm sector to his friends like Ambani and Adani years back and don't want to cancel the bill for his corporate friends benefit? The Delhites ,the nation with the farmer and the black law pass by modi government must repeal at the early so that the farmer will go home safely but modi sell the farm sector to his friend like ambani and adani year back and do not want to cancel the bill for his corporate friend benefit the delhites,0
full support lenhdy punjab walon,full support lenhdy punjab walon,0
Removing of MSP will effect farmers big time because they will lose their sure income from 2 crops wheat and rice. ,removing of msp will effect farmer big time because they will lose their sure income from 2 crop wheat and rice,0
Those who are protesting worldwide are friends or relatives of those farmers from state of Punjab and Haryana. The new reforms are applied to the entire nation but community of these two states are creating trouble. They are not realizing that reforms are to prevent corruption and abuses of the farm,those who be protest worldwide be friend or relative of those farmer from state of punjab and haryana the new reform be apply to the entire nation but community of these two state be create trouble they be not realize that reform be to prevent corruption and abuse of the farm,1
"Best way to solve farmers crisis is to make them leave farming and do some other job. No farmer want their children to do farming, when less than 10% of working population dependent directly on farming their crisis will also become less and less serious. How developed world manages these things?",best way to solve farmer crisis be to make them leave farming and do some other job no farmer want their child to do farm when less than 10 of work population dependent directly on farm their crisis will also become less and less serious how developed world manage these thing,1
Without farmers there is no kingdom if farmers leaves farming can't imagine even single day,without farmer there be no kingdom if farmer leave farm can not imagine even single day,0
"First thing..Its not pan India, its only Punjab n Haryana farmers... Pls google cannot spoon feed... second proposed farm law are out there in public domain n how its going to help formers...again pls google.. its free... third Greta toolkit investigation..... pls pls google.... End of day I m thank",first thing it not pan india it only punjab n haryana farmer pls google can not spoon feed second propose farm law be out there in public domain n how it go to help former again pls google it free third greta toolkit investigation pls pls google end of day i m thank,1
Since when did 'Farmers' start keeping swords?,since when do farmer start keep sword,1
"Just sit back hold on for some more months and do not vote for the existing government, instead choose one independent candidate who represents farmers. Govt. got a massive vote share in last up elections that's why they are so egoistic",just sit back hold on for some more month and do not vote for the exist government instead choose one independent candidate who represent farmer govt get a massive vote share in last up election that be why they be so egoistic,0
I stand with Farmers..... Farmer demand is genuine !!,i stand with farmer farmer demand be genuine,0
They aren't farmers. They're khalistanis. You must do your research before putting up this video.,they be not farmer they be khalistanis you must do your research before put up this video,1
RIP TO ALL THE FARMERS WHO LOST THEIR LIVES .,rip to all the farmer who lose their life,0
"Yeah so it's better to open market for farmers.Citizens make a nation strong. Where we have citizens who make cartel against farmers (the hard workers) to get undue profit, it's very difficult to progress. People of this nation need to change and stop exploiting or finding loop holes in law. Law is ",yeah so it be well to open market for farmer citizen make a nation strong where we have citizen who make cartel against farmer the hard worker to get undue profit it be very difficult to progress people of this nation need to change and stop exploiting or find loop hole in law law be,1
"And the government repelled the laws on the auspicious day of Guru Nanak Jayanti, to appease the  farmers in Punjab and Haryana (who are mostly Sikh) obviously to increase vote bank. But our farmers won't pay heed to such tactics. Hum nahi bhoolenge.",and the government repel the law on the auspicious day of guru nanak jayanti to appease the farmer in punjab and haryana who be mostly sikh obviously to increase vote bank but our farmer will not pay heed to such tactic hum nahi bhoolenge,0
"I think you have misunderstood that farmers protest is because they were not explained clearly. Let me tell you from the close conversations with pro Khalistanis. It's not about farmers but it's about craving for blood from the disguised NGO donations from ISI,PTI and Khalistan Sikhs. Just doesn't m",i think you have misunderstand that farmer protest be because they be not explain clearly let me tell you from the close conversation with pro khalistanis it be not about farmer but it be about crave for blood from the disguise ngo donation from isi pti and khalistan sikh just do not m,1
"In the regime of Narendra Modi and his party-BJP, his ideology source-RSS do not care what happens to people outside their circle of interest ",in the regime of narendra modi and his party bjp his ideology source r do not care what happen to people outside their circle of interest,0
Tikait is a wise and honest person. Country should support him.,tikait be a wise and honest person country should support him,0
Listen guys make sure that we will throw out bjp from India in 2024,listen guy make sure that we will throw out bjp from india in 2024,0
"Huge respect for both farmers and the channel. If you dont let the world know what is happening, their voices will be muted by political clowns. I know that, being part of fisherman's community.",huge respect for both farmer and the channel if you dont let the world know what be happen their voice will be mute by political clown i know that be part of fisherman be community,0
Its not hard. Respect democracy. Repeal the 3 bills. Simple.,it not hard respect democracy repeal the 3 bill simple,1
"Only logical solution I feel, MSP must be increased. APMC's must be abolished immediately as they are totally controlled by politacians who are drinking blood of farmers. Ie",only logical solution i feel msp must be increase apmc be must be abolish immediately a they be totally control by politacians who be drink blood of farmer ie,1
I wonder how the middlemen are not too powerful. I think they would have done the same thing which the private companies could  do like snatching all the land. Since a private company want to stay in the Indian and follow laws they can't do it against the will of Indian government. They can kick any,i wonder how the middleman be not too powerful i think they would have do the same thing which the private company could do like snatch all the land since a private company want to stay in the indian and follow law they can not do it against the will of indian government they can kick any,1
I just know farmers in my village are happy with the laws. APMC mandies  are thugs and exploit farmers.,i just know farmer in my village be happy with the law apmc mandies be thug and exploit farmer,1
Our farmers are the strongest farmers in the world ,our farmer be the strong farmer in the world,0
Show the real footagea. Like those tractors ramming into the police ans using swords to attack the police while the police remaining thoroughly passive. This is not any farmer's protest anymore.,show the real footagea like those tractor ram into the police an use sword to attack the police while the police remain thoroughly passive this be not any farmer be protest anymore,1
I support Farmers ,i support farmer,0
We are proud of our farmers..BJP spread so manyriots earlier...cant trust politicians now,we be proud of our farmer bjp spread so manyriots earlier cant trust politician now,0
This is all because of MSP and APMC,this be all because of msp and apmc,1
"Congratulations, after almost 1 years all 3 farm laws are repealed",congratulation after almost 1 year all 3 farm law be repeal,0
"Already several other companies are doing contract farming ,and It is good for farmers, if more companies are coming there will be more demand.",already several other company be do contract farming and it be good for farmer if more company be come there will be more demand,1
Those voilent acts blamed on farmers was actually a cleverly executed drama of the ruling political party members disguised as farmers. This was what actually happened in delhi on republic day and is unraveled later.,those voilent act blame on farmer be actually a cleverly executed drama of the rule political party member disguise a farmer this be what actually happen in delhi on republic day and be unraveled later,0
earlier laws never benefitted other states so not giving clearance to these new laws will result in much greater farmer protest ,earlier law never benefit other state so not give clearance to these new law will result in much great farmer protest,1
Feku want to apologise now but how about the farmers who died during the protest.,feku want to apologise now but how about the farmer who die during the protest,0
Update: The farm bills are repealed. So this wonderful thing called democracy Works!!!,update the farm bill be repeal so this wonderful thing call democracy work,0
After election Modi will again get back the farm bills with some other name n scheme ,after election modi will again get back the farm bill with some other name n scheme,0
Farmers may be given choice to sell their product anywhere in India for better price as per their choice. It is not retreat of govt but honouring north India farmers decision.,farmer may be give choice to sell their product anywhere in india for good price a per their choice it be not retreat of govt but honour north india farmer decision,1
"Congress ruled the country for more than 65 years and they did nothing to upgrade archaic laws! It has taken 55 years for the country to come-up with new laws for farm sector. When the relevance of a political party becomes low, resistance to any change is obvious. Now it is the role of state govern",congress rule the country for more than 65 year and they do nothing to upgrade archaic law it have take 55 year for the country to come up with new law for farm sector when the relevance of a political party becomes low resistance to any change be obvious now it be the role of state govern,1
1. Responsibility of compliance of any legal requirement lies with the sponsor (company buying it) thus sponsor cannot make any contract & hold farmer responsible for its compliance. If so the contract will be void. -  Hence saying that sponsors can add anything in the contract is complete rubbish. ,1 responsibility of compliance of any legal requirement lie with the sponsor company buy it thus sponsor can not make any contract hold farmer responsible for it compliance if so the contract will be void hence say that sponsor can add anything in the contract be complete rubbish,1
the way the indian gov. has treated the farmers in the last 3 decades is enough to see the burocrats burning,the way the indian gov have treat the farmer in the last 3 decade be enough to see the burocrats burn,1
"Now if you have completed reading the above crap and have seen this highly informative video, read about parliamentary committee reports, research, white papers on indian farming for last 10-15 years (if not more) to know positives and risks of the new law.",now if you have complete read the above crap and have see this highly informative video read about parliamentary committee report research white paper on indian farming for last 10 15 year if not more to know positive and risk of the new law,0
Salute to our farmers,salute to our farmer,0
"Just like this video, the farm bills are shitty and are going to destroy all of Punjab's economy.  Please refrain from putting videos on the stuff you don't understand. Farmers know what is good for them, that is why they are protesting.",just like this video the farm bill be shitty and be go to destroy all of punjab be economy please refrain from put video on the stuff you do not understand farmer know what be good for them that be why they be protest,0
Elections coming! Oh what a power these elections hold! They can even make the biggest of the biggest politicians bow their heads! We should have elections every month! Then India will truly progress! (Maybe online elections),election come oh what a power these election hold they can even make the big of the big politician bow their head we should have election every month then india will truly progress maybe online election,0
crying for farmers,cry for farmer,0
2.First two laws are not mandatory it's upto the farmers to decide to sell the products anywhere anytime and to anybody,2 first two law be not mandatory it be upto the farmer to decide to sell the product anywhere anytime and to anybody,1
More power to the Farmers!! ,more power to the farmer,0
corporate will  take away  lands of  small farmers,corporate will take away land of small farmer,0
"4. Land acquisition act is not just necessary for farm sector but more importantly for establishing Industries... isn't it? Moreover, in a country like ours, poor farmers need jobs with steady incomes rather than farming outputs which are very much dependent on many variables such as monsoon, MSP, P",4 land acquisition act be not just necessary for farm sector but more importantly for establish industry be not it moreover in a country like ours poor farmer need job with steady income rather than farm output which be very much dependent on many variable such a monsoon msp p,1
"Everything is not exploitation. That way you can say that Ola-Uber are exploiting cab drivers, Amazon Flipkart are exploiting small traders. Fact is farming is a risky business, where the output is reliant on climate, water, and so many market factors. And if the crops failed or there is over produc",everything be not exploitation that way you can say that ola uber be exploit cab driver amazon flipkart be exploit small trader fact be farm be a risky business where the output be reliant on climate water and so many market factor and if the crop fail or there be over produc,1
"Shameful movement for countary,sudhir ji please express your condolences to our farmers death",shameful movement for countary sudhir ji please express your condolence to our farmer death,0
This is the victory of goons and goondas. Real farmers will suffer more.,this be the victory of goon and goondas real farmer will suffer more,1
farmers won & GODI lost but there should be no vote for BJP in upcoming elections,farmer win godi lose but there should be no vote for bjp in upcoming election,0
Shame on bjp and their supporters.The minister and his son should in jail .,shame on bjp and their supporter the minister and his son should in jail,0
"FARMERS DONT GET FAIR PRICES TODAY. Open markets are the best bet ahead. Providing MSP on every is infeasible, it'll hinder growth. These laws are important to improve the state of farming economy in India.",farmer dont get fair price today open market be the best bet ahead provide msp on every be infeasible it will hinder growth these law be important to improve the state of farm economy in india,1
(Not sure if its mentioned / added in the bill but Govt ensures - MSP system and Mandis will continue.),not sure if it mention add in the bill but govt ensures msp system and mandis will continue,1
It is untrue that small farmer's will be affected (give the fact why) small farmer's actually will get better price than now why,it be untrue that small farmer be will be affect give the fact why small farmer be actually will get good price than now why,1
"YE OPPOSITION VALE HAI -- CONGRESS, AAP, BSP , SAMAJVADI , AMIM PARTY",ye opposition vale hai congress aap bsp samajvadi amim party,1
acha ab samaj aya then i support farmers,acha ab samaj aya then i support farmer,0
I wonder why they said we are not in need of these farm bills instead of saying these bills are going to hurt their business. Are they afraid that the farmers of other states too will be able to sell their produce to the corporates?,i wonder why they say we be not in need of these farm bill instead of say these bill be go to hurt their business be they afraid that the farmer of other state too will be able to sell their produce to the corporates,1
"22. These middlemen/ brokers had a free run in not only exploiting our farmers, but also evading taxes till date.",22 these middleman broker have a free run in not only exploit our farmer but also evade tax till date,1
"MODI JI DOING GOOD. IF THESE PROTESTORS HAD FAITH ON USELESS CONGRESS FOR 70 YEARS THEN WHY CAN'T THEY HAVE FAITH ON MODI JI. MY QUESTION IS WHY MAJORITY OF FARMER UNIONS FROM DIFFERENT PARTS OF COUNTRY HAVE AGREED. ARE NOT THEY FARMERS??????  BEFORE BLAMING ANY ONE "" BE THE CHANGE THAT U WANT TO SE",modi ji do good if these protestors have faith on useless congress for 70 year then why can t they have faith on modi ji my question be why majority of farmer union from different part of country have agree be not they farmer before blame any one be the change that u want to se,1
Honestly explained the truth of farmer's protest  love from Panjab,honestly explain the truth of farmer be protest love from panjab,0
Kisi se poocho jo law govt leke aaye isme problem kya hain. APMC and mandi is not helping the farmers for last 70 yrs.,kisi se poocho jo law govt leke aaye isme problem kya hain apmc and mandi be not help the farmer for last 70 yr,1
"The bills were withdrawn due  to two reason which were less mentioned, The re-rise of Khalistan terrorism (also the boost from Pakistan politics in it) and as usual.......guess.....the media houses and the half knowledge videos like this.",the bill be withdrawn due to two reason which be less mention the re rise of khalistan terrorism also the boost from pakistan politics in it and a usual guess the medium house and the half knowledge video like this,1
"BJP must immediatly suspend all their politicias like Khattar and Mishra who spread violance against farmers. Jay Shree Ram, Bharat Mata ki jay.... Jai Jawaan... Jay Kishan.. .    Khattar aur Mishra jaisa BJP ke gundo ko jail...  kishano ko MSP ka labh mile..... 700 mara kishano ko nyay mile...Jay S",bjp must immediatly suspend all their politicias like khattar and mishra who spread violance against farmer jay shree ram bharat mata ki jay jai jawaan jay kishan khattar aur mishra jaisa bjp ke gundo ko jail kishano ko msp ka labh mile 700 mara kishano ko nyay mile jay s,0
It's Govt who pressured police to stop Farmer's March to Delhi. I think all Farmer's from neighbor state should support n participate this agitation . Aaj juko gi to Kal bi jukhna padega....so abhi khara ho jaw to Kal bi khara honge,it be govt who pressure police to stop farmer be march to delhi i think all farmer be from neighbor state should support n participate this agitation aaj juko gi to kal bi jukhna padega so abhi khara ho jaw to kal bi khara honge,0
You have given a good explanation of the problem. But I still do not understand why 26 out of 28 states in India are not protesting against this new law.,you have give a good explanation of the problem but i still do not understand why 26 out of 28 state in india be not protest against this new law,1
Farmers will have right to sell  anywhere in India rather than local mandi where they cant get profit.,farmer will have right to sell anywhere in india rather than local mandi where they cant get profit,1
I don't understand. If your eating and living outside the India and supporting such protest without any studies. It Useless. because you are paying tax to outside country not in India.,i do not understand if your eating and living outside the india and support such protest without any study it useless because you be pay tax to outside country not in india,1
"I once met a farmer from Punjab who had a jaguar and almost all his land to him, they aren't poor. They're probably the riches sector of Punjabi society there is. Come down south if you want to see poor farmers. Have some shame.",i once meet a farmer from punjab who have a jaguar and almost all his land to him they be not poor they be probably the rich sector of punjabi society there be come down south if you want to see poor farmer have some shame,1
Congratulations to the farmers of India ,congratulation to the farmer of india,0
"We Indians can't incorporate the same system as in the USA, USA was an industrialised nation that took up farming but India is a farming community since thousands of years who took up industrialization later on. Their roots are industrialists our are farmers. We need to strengthen our roots",we indian can not incorporate the same system a in the usa usa be an industrialised nation that take up farming but india be a farm community since thousand of year who take up industrialization later on their root be industrialists our be farmer we need to strengthen our root,0
Stock limit: The Ordinance requires that imposition of any stock limit on agricultural produce must be based on price rise.  A stock limit may be imposed only if there is: (i) a 100% increase in retail price of horticultural produce; and (ii) a 50% increase in the retail price of non-perishable agri,stock limit the ordinance require that imposition of any stock limit on agricultural produce must be base on price rise a stock limit may be impose only if there be i a 100 increase in retail price of horticultural produce and ii a 50 increase in the retail price of non perishable agri,1
What bullshit...he supports in parliament and rejects in front of kisan ...,what bullshit he support in parliament and reject in front of kisan,0
"From this explanation, farmers also need to be trained to have better understanding of the best price for their produce instead of keeping our farmers in a perpetual state of ignorance or poor farmers can not handle or understand these legalities or smart applications. WHEN ado we want our farmers t",from this explanation farmer also need to be train to have good understanding of the best price for their produce instead of keep our farmer in a perpetual state of ignorance or poor farmer can not handle or understand these legality or smart application when ado we want our farmer t,1
I don't think any user in comment box uses BSNL sim or travel in air india flight... Whatever products they are using in personal life comes from so called corporates..And cost are reasonable because of fair competition. But some ppl are creating  havoc against corporates.,i do not think any user in comment box use bsnl sim or travel in air india flight whatever product they be use in personal life come from so call corporates and cost be reasonable because of fair competition but some ppl be create havoc against corporates,1
"My people, sending love from London  #NoFarmersNoFood",my people send love from london nofarmersnofood,0
"In the second bill, will the farmers be able to sell in mandi/APMC yards if they don't like the Pvt company's price? Or the mandi/APMC yard structure is discarded ? Also will the MSP stay on some products in mandi/APMC yard?",in the second bill will the farmer be able to sell in mandi apmc yard if they do not like the pvt company be price or the mandi apmc yard structure be discard also will the msp stay on some product in mandi apmc yard,0
They should have discussed the bill with the stakeholders (farmers leaders) who will be impacted. Instead they rushed the bill amid covid.,they should have discuss the bill with the stakeholder farmer leader who will be impact instead they rush the bill amid covid,0
Congratulations to the farmers. I hope cloud of politics will be washed away and better drafted law will be tabled.,congratulation to the farmer i hope cloud of politics will be wash away and well draft law will be table,0
Don't believe his word he's lier n cheater from beginning so Upcoming elections he's doing all drama to gain public interest . Kissan must continue the protests till 2022 end don't believe Modi anymore dear Kisaan seat at the same place and continue protests. ..jai kissan jai hindh #,do not believe his word he be li n cheater from begin so upcoming election he be do all drama to gain public interest kissan must continue the protest till 2022 end do not believe modi anymore dear kisaan seat at the same place and continue protest jai kissan jai hindh,0
6 : 43 aunty will you stop eating from today cause u should . U won't get food if farmers will die each day .,6 43 aunty will you stop eat from today cause u should u will not get food if farmer will die each day,0
I donot understand why all people crying for MSP MSP.... when only 6% of profuce is procured within MSP... do you really think it will work? Nope... If they can't get MSP in mandi... How the hell u expect this from private,i donot understand why all people cry for msp msp when only 6 of profuce be procure within msp do you really think it will work nope if they can not get msp in mandi how the hell u expect this from private,1
Finally someone talking about the injustice done to the farmers in India.,finally someone talk about the injustice do to the farmer in india,0
U should have contacted atleast few farmers  before making this video  it would have helped for better understanding of the bill and at end u ending up with exact matter and source of info shared,u should have contact atleast few farmer before make this video it would have help for good understanding of the bill and at end u end up with exact matter and source of info share,0
Salute to farmers no farmer no food,salute to farmer no farmer no food,0
Farmers law is a good law . I support this law and government decision ,farmer law be a good law i support this law and government decision,1
"Indian farmers, how dare you speak and conduct strikes against the BJP led government in India....?",indian farmer how dare you speak and conduct strike against the bjp lead government in india,1
You will get your answers. India is changing and change needs reforms.. pseudo farmers,you will get your answer india be change and change need reform pseudo farmer,1
So indian farmers are all about punjabis which means farmers from bengal odisha and uttar pradesh are idiots its a Punjabi farmers protest not indian farmer protest.,so indian farmer be all about punjabi which mean farmer from bengal odisha and uttar pradesh be idiots it a punjabi farmer protest not indian farmer protest,1
Yogi should lose In this election. Farmers should win.,yogi should lose in this election farmer should win,0
Today farmers win and BJP government loose,today farmer win and bjp government loose,0
You have not answered why farmers from Punjab are protesting against new laws despite there will be no Mandi Tax 8 to 8.5% as per new laws.,you have not answer why farmer from punjab be protest against new law despite there will be no mandi tax 8 to 8 5 a per new law,1
"Can someone help me understand, why are farmers protesting, I still don't get it. It seems as if these things help the farmers",can someone help me understand why be farmer protest i still do not get it it seem a if these thing help the farmer,1
Unbaised . Only one flaw in new farmer bill have you seen price hike in essential goods,unbaised only one flaw in new farmer bill have you see price hike in essential good,0
"New bill will be introduced soon , once elections are over",new bill will be introduce soon once election be over,1
new MODI GAME to win next election....,new modi game to win next election,0
 9. In 2021 january govt gave a option to protesting farmers union that it will hold the laws till 2 years until ,9 in 2021 january govt give a option to protest farmer union that it will hold the law till 2 year until,1
Vice media i have a question for you if u have guts and balls den think how amul and ashirvad atta is running there farmers are involved in large scale do you find them fighting? In india more than truth u will find more propaganda!!!,vice medium i have a question for you if u have gut and ball den think how amul and ashirvad atta be run there farmer be involve in large scale do you find them fight in india more than truth u will find more propaganda,1
The history will remember them and look back at this glorious unity support farmers,the history will remember them and look back at this glorious unity support farmer,0
Hello! we in the USA did this to our society and economy first with the same devastating results occurring from 1915 until the 1990's!and still occurring today! We have the same problem and require the same answer. Nobody will accept the answer because it means total economy collapse and reset. the ,hello we in the usa do this to our society and economy first with the same devastating result occur from 1915 until the 1990 be and still occur today we have the same problem and require the same answer nobody will accept the answer because it mean total economy collapse and reset the,0
"Govt is right , i support modi",govt be right i support modi,1
"Maximum damage has been done to farmers. There was no way for the govt.  No proper debate or discussion in parliament.  A great victory for the farmers. Their will power must be appreciated. At last BJP scared to face the forthcoming elections.  The PM could have talk to the farmers directly, but he",maximum damage have be do to farmer there be no way for the govt no proper debate or discussion in parliament a great victory for the farmer their will power must be appreciate at last bjp scar to face the forthcoming election the pm could have talk to the farmer directly but he,0
Do you know?: Contract farming is linked with indian legal marrijuana market.,do you know contract farming be link with indian legal marrijuana market,0
Brother please support farmers ,brother please support farmer,0
The best alternative is to leave it to the free market to decide the best price for farmers and also the best crop they should produce. Handholding will not produce lazy and uneconomical farmers. Farmers of today may not have bargaining power but they are no longer the uneducated and ignorant masses,the best alternative be to leave it to the free market to decide the best price for farmer and also the best crop they should produce handholding will not produce lazy and uneconomical farmer farmer of today may not have bargain power but they be no longer the uneducated and ignorant mass,1
whole protest is turned such way by  influencers on social media and opposition parties in India  that these laws are harmful and farmers will loose security  .,whole protest be turn such way by influencers on social medium and opposition party in india that these law be harmful and farmer will loose security,1
Worst prime minister of india modi,bad prime minister of india modi,0
"Hey all... I as a citizen of India respect farmers the most... Without farmers none of us  will hv food on our table.. But farmer's protest in USA, UK or other countries regarding the bills or laws of Indian government makes no sense to me. I request all our farmer brothers and sisters, please come ",hey all i a a citizen of india respect farmer the most without farmer none of u will hv food on our table but farmer be protest in usa uk or other country regard the bill or law of indian government make no sense to me i request all our farmer brother and sister please come,1
"Ha,ha,ha, the farmers are saying they are not fighting the police are saying that they are not fighting, the farmers say that they are belong to India, the police also say they also are Indian so who are fighting whom I wonder.",ha ha ha the farmer be say they be not fight the police be say that they be not fight the farmer say that they be belong to india the police also say they also be indian so who be fight whom i wonder,1
"You have told only half of the facts, and that too only Govt side's. The main contentions of farmers that is why they are objecting is not properly and not completely discussed.",you have tell only half of the fact and that too only govt side be the main contention of farmer that be why they be object be not properly and not completely discuss,0
"Only when all support farmers, then our nation will be a developing nation. Its really good explanation about farmers. Farmers are our sole energy of our nation. Let's stand with them.... as we all farmers..",only when all support farmer then our nation will be a developing nation it really good explanation about farmer farmer be our sole energy of our nation let be stand with them a we all farmer,0
I am happy ..for it... Thanks for supporting Farmers..l love basic gyan,i be happy for it thank for support farmer l love basic gyan,0
"After all Modi accepted public / farmers demand.  Now Modi Govt may take steps for New New Cold Storages, New Food processing units, new Water Reservers, New GRAIN STORAGES etc etc at  every Block level  to STOP wastage of food grain by Insects, birds, Rain water etc etc. .",after all modi accept public farmer demand now modi govt may take step for new new cold storages new food process unit new water reservers new grain storage etc etc at every block level to stop wastage of food grain by insect bird rain water etc etc,0
The Farm law would have helped the true farmer. The govt should have reached out to the actual farmer and conveyed its benefit. Now Farmer loose and Traders and middle men will benefit.  Farmer works day and night to get the invisible profit. Traders and middlemen get huge profit without doing any w,the farm law would have help the true farmer the govt should have reach out to the actual farmer and convey it benefit now farmer loose and trader and middle men will benefit farmer work day and night to get the invisible profit trader and middleman get huge profit without do any w,1
"Zee news, Aaj Tak, ABP news sb Godi media hai... thanks for sharing this bro",zee news aaj tak abp news sb godi medium hai thanks for share this bro,0
In my town... Farmers is getting check in mandi when their stocks are being sold in the same day.. Before they have to wait almost one month or more... And also because of E- tender.. Everything need to be put on internet so govt can ask those BICHOLIYA  if they have property (unlimited) and if they,in my town farmer be get check in mandi when their stock be be sell in the same day before they have to wait almost one month or more and also because of e tender everything need to be put on internet so govt can ask those bicholiya if they have property unlimited and if they,1
Its wrost decisions  of modi.those people make india Venezuela  and Zimbabwe  with help of Congress  and khalistani supporter.its same,it wrost decision of modi those people make india venezuela and zimbabwe with help of congress and khalistani supporter it same,1
"Modi government only cares corporate all the rules and regulations they liberalise to favour corporate,Indian media also with there pocket so they are not giving importance to such news",modi government only care corporate all the rule and regulation they liberalise to favour corporate indian medium also with there pocket so they be not give importance to such news,0
Incorrectly explained .. mandis is where APMC has been exploiting farmers for many years . The auctions are not fair and the current system is where large exploitations happen,incorrectly explain mandis be where apmc have be exploit farmer for many year the auction be not fair and the current system be where large exploitation happen,1
